customer_id,home_city,signup_date,preferred_channel,true_segment
CUST002074,Rawalpindi,2026-05-14,Website/App,High-Value Loyal
CUST002075,Rawalpindi,2025-09-23,Dine-in,At-Risk
CUST002076,Karachi,2026-09-16,Takeaway,New
CUST002077,Hyderabad,2026-03-26,Takeaway,Frequent
CUST002078,Islamabad,2026-09-15,Takeaway,New
CUST002079,Islamabad,2026-09-16,Takeaway,New
CUST002080,Sialkot,2025-10-11,Dine-in,At-Risk
CUST002081,Karachi,2026-09-22,Third-Party Delivery,New
CUST002082,Sialkot,2025-12-26,Dine-in,Frequent
CUST002083,Rawalpindi,2026-02-12,Dine-in,Frequent
CUST002084,Quetta,2026-06-11,Dine-in,Frequent
CUST002085,Lahore,2026-03-02,Takeaway,At-Risk
CUST002086,Sialkot,2025-12-05,Dine-in,Promotion-Driven
CUST002087,Quetta,2025-10-20,Takeaway,Frequent
CUST002088,Islamabad,2026-09-20,Website/App,Promotion-Driven
CUST002089,Multan,2026-08-25,Dine-in,New
CUST002090,Peshawar,2026-05-22,Takeaway,Occasional
CUST002091,Karachi,2026-09-13,Third-Party Delivery,New
CUST002092,Peshawar,2025-11-05,Website/App,High-Value Loyal
CUST002093,Faisalabad,2026-08-25,Dine-in,High-Value Loyal
CUST002094,Sialkot,2025-10-20,Website/App,Frequent
CUST002095,Lahore,2026-04-12,Website/App,Frequent
CUST002096,Multan,2026-04-20,Takeaway,Frequent
CUST002097,Rawalpindi,2026-03-27,Takeaway,Promotion-Driven
CUST002098,Quetta,2026-04-12,Dine-in,At-Risk
CUST002099,Sialkot,2026-09-08,Takeaway,New
CUST002100,Karachi,2025-08-11,Third-Party Delivery,Promotion-Driven
CUST002101,Lahore,2025-09-15,Third-Party Delivery,At-Risk
CUST002102,Karachi,2026-02-17,Dine-in,Promotion-Driven
CUST002103,Quetta,2026-09-09,Takeaway,New
CUST002104,Faisalabad,2025-12-01,Dine-in,Frequent
CUST002105,Karachi,2025-11-18,Website/App,At-Risk
CUST002106,Sialkot,2026-05-25,Website/App,High-Value Loyal
CUST002107,Islamabad,2026-01-27,Dine-in,Promotion-Driven
CUST002108,Karachi,2025-08-24,Third-Party Delivery,At-Risk
CUST002109,Hyderabad,2025-08-25,Dine-in,Frequent
CUST002110,Sialkot,2025-12-22,Website/App,Frequent
CUST002111,Lahore,2026-04-10,Website/App,At-Risk
CUST002112,Islamabad,2026-06-01,Third-Party Delivery,Promotion-Driven
CUST002113,Rawalpindi,2026-06-30,Website/App,Occasional
CUST002114,Faisalabad,2026-07-10,Third-Party Delivery,Frequent
CUST002115,Multan,2026-03-28,Takeaway,At-Risk
CUST002116,Peshawar,2025-12-24,Takeaway,Occasional
CUST002117,Multan,2026-05-01,Dine-in,Promotion-Driven
CUST002118,Karachi,2025-08-04,Third-Party Delivery,At-Risk
CUST002119,Karachi,2025-09-24,Dine-in,Promotion-Driven
CUST002120,Peshawar,2026-03-08,Third-Party Delivery,Occasional
CUST002121,Karachi,2026-08-26,Website/App,New
CUST002122,Hyderabad,2025-12-13,Takeaway,High-Value Loyal
CUST002123,Rawalpindi,2026-09-12,Website/App,New
CUST002124,Islamabad,2026-08-26,Dine-in,High-Value Loyal
CUST002125,Karachi,2026-02-22,Takeaway,High-Value Loyal
CUST002126,Karachi,2026-02-03,Third-Party Delivery,At-Risk
CUST002127,Quetta,2025-08-23,Takeaway,Occasional
CUST002128,Quetta,2026-02-21,Third-Party Delivery,Occasional
CUST002129,Peshawar,2026-09-05,Takeaway,New
CUST002130,Quetta,2026-05-14,Takeaway,Occasional
CUST002131,Karachi,2025-11-07,Dine-in,At-Risk
CUST002132,Rawalpindi,2026-09-06,Takeaway,New
CUST002133,Hyderabad,2025-12-25,Dine-in,Occasional
CUST002134,Sialkot,2025-09-06,Website/App,At-Risk
CUST002135,Sialkot,2026-02-13,Takeaway,Frequent
CUST002136,Faisalabad,2026-04-15,Takeaway,Frequent
CUST002137,Sialkot,2026-03-18,Takeaway,Occasional
CUST002138,Rawalpindi,2026-08-26,Takeaway,Occasional
CUST002139,Hyderabad,2026-09-15,Dine-in,New
CUST002140,Hyderabad,2026-06-15,Website/App,Promotion-Driven
CUST002141,Lahore,2026-07-14,Dine-in,Occasional
CUST002142,Karachi,2026-09-20,Dine-in,New
CUST002143,Lahore,2025-10-04,Dine-in,Occasional
CUST002144,Islamabad,2025-09-18,Third-Party Delivery,High-Value Loyal
CUST002145,Karachi,2026-02-17,Third-Party Delivery,Frequent
CUST002146,Peshawar,2026-08-29,Dine-in,New
CUST002147,Faisalabad,2026-01-20,Dine-in,Occasional
CUST002148,Lahore,2026-05-12,Website/App,Frequent
CUST002149,Hyderabad,2026-02-03,Dine-in,Promotion-Driven
CUST002150,Hyderabad,2026-08-21,Dine-in,High-Value Loyal
CUST002151,Islamabad,2025-10-12,Dine-in,Occasional
CUST002152,Quetta,2025-11-09,Website/App,At-Risk
CUST002153,Faisalabad,2026-06-04,Takeaway,At-Risk
CUST002154,Rawalpindi,2026-04-17,Takeaway,Frequent
CUST002155,,2026-02-21,Dine-in,Occasional
CUST002156,Peshawar,2026-09-22,Website/App,New
CUST002157,Quetta,2025-08-23,Third-Party Delivery,At-Risk
CUST002158,Multan,2025-08-19,Dine-in,Frequent
CUST002159,Quetta,2025-10-09,Dine-in,Occasional
CUST002160,Rawalpindi,2026-09-13,Takeaway,New
CUST002161,Rawalpindi,2026-09-08,Website/App,New
CUST002162,Multan,2026-04-22,Dine-in,Promotion-Driven
CUST002163,Karachi,2026-03-21,Takeaway,Frequent
CUST002164,Lahore,2025-10-15,Third-Party Delivery,Promotion-Driven
CUST002165,Multan,2026-08-26,Third-Party Delivery,New
CUST002166,Lahore,2026-04-20,Third-Party Delivery,High-Value Loyal
CUST002167,Multan,2025-10-10,Dine-in,Occasional
CUST002168,Hyderabad,2026-01-14,Website/App,High-Value Loyal
CUST002169,Islamabad,2026-06-09,Dine-in,Promotion-Driven
CUST002170,Karachi,2026-09-18,Third-Party Delivery,New
CUST002171,Peshawar,2026-02-17,Dine-in,Occasional
CUST002172,Multan,2026-08-31,Website/App,New
CUST002173,Faisalabad,2026-09-05,Dine-in,New
CUST002174,Multan,2026-01-19,Takeaway,Occasional
CUST002175,Karachi,2026-04-16,Third-Party Delivery,High-Value Loyal
CUST002176,Quetta,2026-04-17,Website/App,Occasional
CUST002177,Islamabad,2026-04-29,Website/App,High-Value Loyal
CUST002178,Lahore,2026-04-07,Dine-in,At-Risk
CUST002179,Lahore,2026-07-28,Third-Party Delivery,Frequent
CUST002180,Rawalpindi,2026-05-15,Dine-in,Occasional
CUST002181,Islamabad,2025-12-31,Third-Party Delivery,At-Risk
CUST002182,Peshawar,2026-03-31,Dine-in,Occasional
CUST002183,Peshawar,2026-09-23,Takeaway,New
CUST002184,Hyderabad,2026-02-04,Takeaway,Occasional
CUST002185,Multan,2026-01-16,Website/App,Frequent
CUST002186,Rawalpindi,2026-07-10,Takeaway,At-Risk
CUST002187,Quetta,2026-09-10,Dine-in,New
CUST002188,Quetta,2026-05-25,Website/App,Occasional
CUST002189,Rawalpindi,2026-01-04,Dine-in,Occasional
CUST002190,Hyderabad,2026-08-26,Website/App,New
CUST002191,Quetta,2026-08-06,Third-Party Delivery,High-Value Loyal
CUST002192,Hyderabad,2026-07-18,Website/App,Promotion-Driven
CUST002193,Faisalabad,2026-06-18,Website/App,High-Value Loyal
CUST002194,Quetta,2025-08-13,Takeaway,Occasional
CUST002195,Sialkot,2026-06-01,Third-Party Delivery,At-Risk
CUST002196,Faisalabad,2026-03-30,Dine-in,At-Risk
CUST002197,Islamabad,2025-12-13,Dine-in,High-Value Loyal
CUST002198,Quetta,2026-07-01,Website/App,At-Risk
CUST002199,Lahore,2026-09-04,Website/App,At-Risk
CUST002200,Multan,2026-09-01,Website/App,Promotion-Driven
CUST002201,Hyderabad,2026-05-23,Dine-in,At-Risk
CUST002202,Karachi,2026-05-22,Website/App,Occasional
CUST002203,Sialkot,2025-11-24,Third-Party Delivery,Promotion-Driven
CUST002204,Karachi,2026-08-04,Dine-in,Frequent
CUST002205,Peshawar,2025-08-26,Dine-in,High-Value Loyal
CUST002206,Rawalpindi,2026-05-25,Dine-in,High-Value Loyal
CUST002207,Islamabad,2026-04-02,Dine-in,High-Value Loyal
CUST002208,Peshawar,2025-10-26,Dine-in,High-Value Loyal
CUST002209,Faisalabad,2026-04-25,Dine-in,At-Risk
CUST002210,Lahore,2026-08-31,Takeaway,New
CUST002211,Lahore,2026-06-13,Takeaway,Occasional
CUST002212,Multan,2026-08-31,Takeaway,Frequent
CUST002213,Multan,2026-02-10,Dine-in,Occasional
CUST002214,Peshawar,2025-10-14,Takeaway,Promotion-Driven
CUST002215,Multan,2026-09-24,Dine-in,Occasional
CUST002216,Sialkot,2026-07-14,Dine-in,High-Value Loyal
CUST002217,Faisalabad,2025-12-02,Third-Party Delivery,Occasional
CUST002218,Quetta,2025-08-16,Dine-in,Frequent
CUST002219,Faisalabad,2026-09-01,Dine-in,New
CUST002220,Islamabad,2025-09-25,Takeaway,Occasional
CUST002221,Hyderabad,2026-09-23,Dine-in,New
CUST002222,Sialkot,2026-03-13,Website/App,High-Value Loyal
CUST002223,Hyderabad,2026-01-07,Website/App,Frequent
CUST002224,Multan,2026-03-02,Dine-in,Occasional
CUST002225,Multan,2026-09-10,Third-Party Delivery,New
CUST002226,Lahore,2026-09-17,Dine-in,New
CUST002227,Quetta,2026-09-07,Takeaway,New
CUST002228,Hyderabad,2026-08-31,Third-Party Delivery,Occasional
CUST002229,Multan,2026-06-09,Dine-in,At-Risk
CUST002230,Peshawar,2026-03-29,Takeaway,Frequent
CUST002231,Karachi,2026-08-31,Dine-in,New
CUST002232,Islamabad,2025-08-31,Dine-in,Occasional
CUST002233,Peshawar,2026-07-27,Website/App,Promotion-Driven
CUST002234,Sialkot,2025-10-09,Takeaway,At-Risk
CUST002235,Hyderabad,2026-04-22,Website/App,High-Value Loyal
CUST002236,Peshawar,2025-11-14,Takeaway,Promotion-Driven
CUST002237,Multan,2026-05-14,Takeaway,Promotion-Driven
CUST002238,Islamabad,2026-09-02,Dine-in,New
CUST002239,Sialkot,2026-04-01,Website/App,Occasional
CUST002240,Islamabad,2026-09-11,Dine-in,New
CUST002241,,2026-01-07,Dine-in,Occasional
CUST002242,Quetta,2025-10-27,Takeaway,Frequent
CUST002243,Faisalabad,2026-08-25,Dine-in,New
CUST002244,Lahore,2026-09-13,Dine-in,New
CUST002245,Hyderabad,2026-05-06,Takeaway,High-Value Loyal
CUST002246,Lahore,2026-09-02,Takeaway,New
CUST002247,Faisalabad,2026-08-30,Takeaway,Frequent
CUST002248,Peshawar,2026-09-02,Third-Party Delivery,New
CUST002249,Lahore,2026-06-25,Dine-in,At-Risk
CUST002250,Sialkot,2026-09-15,Takeaway,Promotion-Driven
CUST002251,Islamabad,2026-07-20,Dine-in,Occasional
CUST002252,Rawalpindi,2025-12-13,Dine-in,At-Risk
CUST002253,Lahore,2026-06-08,Website/App,Frequent
CUST002254,Faisalabad,2026-04-04,Dine-in,High-Value Loyal
CUST002255,,2025-11-06,Third-Party Delivery,At-Risk
CUST002256,Hyderabad,2025-12-04,Takeaway,Occasional
CUST002257,Islamabad,2025-12-20,Dine-in,At-Risk
CUST002258,Islamabad,2026-09-14,Third-Party Delivery,New
CUST002259,Rawalpindi,2025-11-23,Dine-in,High-Value Loyal
CUST002260,Peshawar,2026-08-30,Website/App,New
CUST002261,Faisalabad,2025-12-25,Takeaway,Promotion-Driven
CUST002262,Quetta,2026-07-26,Dine-in,Promotion-Driven
CUST002263,Sialkot,2025-11-14,Dine-in,Frequent
CUST002264,Quetta,2026-07-19,Website/App,High-Value Loyal
CUST002265,Sialkot,2026-07-26,Takeaway,Promotion-Driven
CUST002266,Hyderabad,2026-04-07,Dine-in,Occasional
CUST002267,Peshawar,2026-01-09,Third-Party Delivery,Occasional
CUST002268,Lahore,2026-04-02,Third-Party Delivery,Occasional
CUST002269,Rawalpindi,2026-01-25,Dine-in,High-Value Loyal
CUST002270,Multan,2026-05-13,Dine-in,Promotion-Driven
CUST002271,Karachi,2026-09-11,Takeaway,At-Risk
CUST002272,,2026-08-04,Website/App,At-Risk
CUST002273,Lahore,2025-12-18,Dine-in,Promotion-Driven
CUST002274,Karachi,2025-12-25,Takeaway,Promotion-Driven
CUST002275,Rawalpindi,2025-10-01,Website/App,Occasional
CUST002276,Peshawar,2026-05-20,Website/App,At-Risk
CUST002277,Faisalabad,2026-07-12,Third-Party Delivery,At-Risk
CUST002278,Islamabad,2026-05-05,Website/App,At-Risk
CUST002279,Karachi,2026-02-10,Third-Party Delivery,Occasional
CUST002280,Hyderabad,2026-02-18,Website/App,Frequent
CUST002281,Quetta,2026-09-23,Takeaway,High-Value Loyal
CUST002282,Karachi,2026-01-23,Website/App,At-Risk
CUST002283,,2026-08-29,Website/App,New
CUST002284,Rawalpindi,2025-10-13,Dine-in,Frequent
CUST002285,Multan,2025-12-26,Dine-in,At-Risk
CUST002286,Rawalpindi,2025-08-21,Website/App,Occasional
CUST002287,Faisalabad,2025-12-25,Website/App,Frequent
CUST002288,Rawalpindi,2026-07-31,Website/App,Frequent
CUST002289,Quetta,2026-09-12,Dine-in,New
CUST002290,Islamabad,2026-03-14,Takeaway,At-Risk
CUST002291,Multan,2026-09-15,Third-Party Delivery,New
CUST002292,Sialkot,2026-08-17,Website/App,High-Value Loyal
CUST002293,Karachi,2026-04-02,Dine-in,Frequent
CUST002294,Sialkot,2025-11-17,Third-Party Delivery,Frequent
CUST002295,Rawalpindi,2025-11-11,Dine-in,Frequent
CUST002296,Quetta,2026-05-02,Website/App,High-Value Loyal
CUST002297,Lahore,2025-12-16,Third-Party Delivery,Occasional
CUST002298,Sialkot,2026-05-14,Website/App,Occasional
CUST002299,Quetta,2026-09-15,Dine-in,New
CUST002300,Faisalabad,2025-10-09,Dine-in,At-Risk
CUST002301,Sialkot,2026-09-04,Third-Party Delivery,New
CUST002302,Islamabad,2026-08-14,Dine-in,Frequent
CUST002303,Sialkot,2026-05-27,Takeaway,High-Value Loyal
CUST002304,Hyderabad,2025-11-30,Takeaway,Frequent
CUST002305,Multan,2025-12-02,Dine-in,High-Value Loyal
CUST002306,Quetta,2025-08-25,Dine-in,Frequent
CUST002307,Islamabad,2026-07-08,Dine-in,At-Risk
CUST002308,Hyderabad,2026-09-16,Website/App,New
CUST002309,Lahore,2026-06-22,Takeaway,Occasional
CUST002310,Islamabad,2025-11-27,Dine-in,Occasional
CUST002311,Hyderabad,2025-08-26,Website/App,At-Risk
CUST002312,Lahore,2026-09-10,Website/App,New
CUST002313,Sialkot,2026-01-16,Dine-in,High-Value Loyal
CUST002314,Rawalpindi,2026-08-02,Website/App,Promotion-Driven
CUST002315,Quetta,2026-03-29,Website/App,Frequent
CUST002316,Rawalpindi,2025-09-20,Third-Party Delivery,High-Value Loyal
CUST002317,Multan,2026-07-14,Takeaway,Promotion-Driven
CUST002318,Multan,2026-08-29,Takeaway,Promotion-Driven
CUST002319,Faisalabad,2025-10-09,Dine-in,At-Risk
CUST002320,Rawalpindi,2025-08-02,Takeaway,Frequent
CUST002321,Islamabad,2026-05-08,Takeaway,At-Risk
CUST002322,Quetta,2025-10-19,Third-Party Delivery,Occasional
CUST002323,Lahore,2026-02-24,Dine-in,High-Value Loyal
CUST002324,Hyderabad,2026-06-30,Website/App,Occasional
CUST002325,Lahore,2026-03-31,Dine-in,High-Value Loyal
CUST002326,Peshawar,2026-04-01,Third-Party Delivery,Occasional
CUST002327,Lahore,2026-06-29,Third-Party Delivery,Frequent
CUST002328,Karachi,2025-11-10,Dine-in,Frequent
CUST002329,Islamabad,2026-09-14,Takeaway,New
CUST002330,Multan,2026-09-14,Dine-in,New
CUST002331,Karachi,2026-06-26,Dine-in,Frequent
CUST002332,Faisalabad,2025-08-30,Takeaway,Frequent
CUST002333,Peshawar,2026-08-28,Dine-in,At-Risk
CUST002334,Faisalabad,2025-09-14,Third-Party Delivery,At-Risk
CUST002335,Peshawar,2026-06-29,Dine-in,High-Value Loyal
CUST002336,Sialkot,2026-05-20,Dine-in,At-Risk
CUST002337,Karachi,2025-11-26,Website/App,Frequent
CUST002338,Peshawar,2026-08-31,Dine-in,New
CUST002339,Sialkot,2026-08-05,Dine-in,At-Risk
CUST002340,Peshawar,2025-08-19,Dine-in,At-Risk
CUST002341,Lahore,2025-10-28,Dine-in,Occasional
CUST002342,Islamabad,2026-08-26,Third-Party Delivery,New
CUST002343,Sialkot,2026-08-25,Dine-in,New
CUST002344,Rawalpindi,2025-08-18,Takeaway,Frequent
CUST002345,Quetta,2026-02-19,Third-Party Delivery,Occasional
CUST002346,Karachi,2026-09-07,Dine-in,High-Value Loyal
CUST002347,Hyderabad,2026-04-10,Dine-in,Occasional
CUST002348,Peshawar,2025-11-03,Third-Party Delivery,Occasional
CUST002349,Rawalpindi,2026-08-18,Website/App,Promotion-Driven
CUST002350,Sialkot,2025-12-26,Dine-in,Occasional
CUST002351,Karachi,2025-08-19,Takeaway,Occasional
CUST002352,Lahore,2025-08-04,Website/App,Promotion-Driven
CUST002353,Multan,2025-12-30,Takeaway,Frequent
CUST002354,Faisalabad,2026-05-17,Website/App,Promotion-Driven
CUST002355,Rawalpindi,2026-06-04,Dine-in,Occasional
CUST002356,Sialkot,2025-09-23,Third-Party Delivery,High-Value Loyal
CUST002357,Lahore,2026-01-18,Website/App,High-Value Loyal
CUST002358,Faisalabad,2026-09-09,Takeaway,New
CUST002359,Multan,2026-06-24,Dine-in,Occasional
CUST002360,Hyderabad,2026-05-05,Website/App,Promotion-Driven
CUST002361,Sialkot,2026-04-25,Takeaway,Promotion-Driven
CUST002362,Sialkot,2026-04-09,Dine-in,Promotion-Driven
CUST002363,Sialkot,2025-10-07,Dine-in,Occasional
CUST002364,Hyderabad,2026-04-15,Dine-in,Promotion-Driven
CUST002365,Rawalpindi,2026-09-15,Dine-in,New
CUST002366,Quetta,2025-11-06,Website/App,Occasional
CUST002367,Lahore,2026-09-18,Dine-in,At-Risk
CUST002368,Faisalabad,2025-09-26,Takeaway,Promotion-Driven
CUST002369,Karachi,2026-01-16,Takeaway,At-Risk
CUST002370,Peshawar,2025-10-22,Dine-in,Promotion-Driven
CUST002371,Islamabad,2026-08-09,Third-Party Delivery,Occasional
CUST002372,Lahore,2026-09-03,Dine-in,New
CUST002373,Peshawar,2025-12-09,Website/App,Frequent
CUST002374,Quetta,2026-08-02,Dine-in,Promotion-Driven
CUST002375,Quetta,2025-11-03,Dine-in,Frequent
CUST002376,Hyderabad,2025-08-07,Dine-in,High-Value Loyal
CUST002377,Sialkot,2026-08-12,Dine-in,Frequent
CUST002378,Peshawar,2026-01-19,Dine-in,Frequent
CUST002379,Sialkot,2026-09-08,Dine-in,Promotion-Driven
CUST002380,Lahore,2025-12-29,Dine-in,Frequent
CUST002381,Karachi,2026-05-17,Dine-in,Frequent
CUST002382,Quetta,2026-07-11,Takeaway,Occasional
CUST002383,Islamabad,2026-09-17,Third-Party Delivery,New
CUST002384,Sialkot,2025-10-28,Website/App,Frequent
CUST002385,Karachi,2026-06-08,Dine-in,Frequent
CUST002386,Sialkot,2026-06-23,Website/App,Promotion-Driven
CUST002387,Faisalabad,2026-02-23,Third-Party Delivery,Occasional
CUST002388,Rawalpindi,2026-09-07,Dine-in,New
CUST002389,Faisalabad,2026-09-21,Website/App,New
CUST002390,Multan,2026-02-21,Dine-in,Occasional
CUST002391,Karachi,2026-07-08,Dine-in,Frequent
CUST002392,Multan,2026-09-18,Takeaway,New
CUST002393,Quetta,2025-10-10,Takeaway,High-Value Loyal
CUST002394,Faisalabad,2026-04-01,Website/App,Occasional
CUST002395,Rawalpindi,2026-01-12,Dine-in,Occasional
CUST002396,Lahore,2025-12-05,Website/App,High-Value Loyal
CUST002397,Multan,2025-08-03,Website/App,High-Value Loyal
CUST002398,Faisalabad,2025-12-11,Takeaway,Promotion-Driven
CUST002399,Rawalpindi,2026-02-12,Website/App,Occasional
CUST002400,Lahore,2025-11-28,Dine-in,Occasional
CUST002401,Sialkot,2026-03-16,Dine-in,Frequent
CUST002402,Peshawar,2026-08-20,Takeaway,Frequent
CUST002403,Quetta,2025-12-14,Takeaway,Occasional
CUST002404,Islamabad,2026-01-15,Dine-in,At-Risk
CUST002405,,2026-09-05,Takeaway,New
CUST002406,Rawalpindi,2026-08-05,Dine-in,Occasional
CUST002407,,2026-05-20,Dine-in,Frequent
CUST002408,Rawalpindi,2025-08-05,Website/App,Occasional
CUST002409,Karachi,2025-12-11,Dine-in,At-Risk
CUST002410,Quetta,2026-06-30,Third-Party Delivery,High-Value Loyal
CUST002411,Peshawar,2026-01-31,Website/App,Occasional
CUST002412,Sialkot,2026-07-20,Website/App,Occasional
CUST002413,Faisalabad,2025-11-28,Third-Party Delivery,Occasional
CUST002414,Quetta,2026-09-02,Dine-in,New
CUST002415,Sialkot,2025-09-29,Takeaway,Occasional
CUST002416,Lahore,2026-09-14,Dine-in,New
CUST002417,Sialkot,2025-10-20,Dine-in,High-Value Loyal
CUST002418,Faisalabad,2026-09-02,Dine-in,New
CUST002419,Multan,2026-04-14,Third-Party Delivery,Frequent
CUST002420,Islamabad,2026-07-26,Takeaway,Occasional
CUST002421,Lahore,2026-08-29,Website/App,At-Risk
CUST002422,Islamabad,2026-01-06,Dine-in,Occasional
CUST002423,Peshawar,2026-07-19,Dine-in,Promotion-Driven
CUST002424,Rawalpindi,2025-09-29,Dine-in,Frequent
CUST002425,Quetta,2026-08-25,Takeaway,New
CUST002426,Faisalabad,2026-09-12,Third-Party Delivery,New
CUST002427,Faisalabad,2026-06-10,Third-Party Delivery,Frequent
CUST002428,Multan,2025-11-21,Takeaway,At-Risk
CUST002429,Sialkot,2025-11-20,Website/App,Frequent
CUST002430,Quetta,2025-10-07,Dine-in,At-Risk
CUST002431,Faisalabad,2026-04-01,Website/App,Promotion-Driven
CUST002432,Peshawar,2025-10-17,Dine-in,Occasional
CUST002433,Multan,2026-03-20,Dine-in,Occasional
CUST002434,Faisalabad,2026-08-17,Third-Party Delivery,At-Risk
CUST002435,Hyderabad,2026-06-06,Takeaway,High-Value Loyal
CUST002436,Multan,2026-02-07,Dine-in,Occasional
CUST002437,Multan,2026-02-28,Takeaway,Occasional
CUST002438,Quetta,2026-07-25,Dine-in,Occasional
CUST002439,Multan,2026-05-08,Website/App,Frequent
CUST002440,Multan,2026-08-30,Third-Party Delivery,New
CUST002441,Peshawar,2026-05-02,Dine-in,Occasional
CUST002442,Rawalpindi,2026-09-14,Website/App,Frequent
CUST002443,Lahore,2026-08-28,Takeaway,New
CUST002444,Sialkot,2025-11-19,Dine-in,Promotion-Driven
CUST002445,Peshawar,2026-08-25,Takeaway,At-Risk
CUST002446,Quetta,2025-12-04,Website/App,At-Risk
CUST002447,Multan,2026-07-14,Third-Party Delivery,Occasional
CUST002448,Hyderabad,2026-08-21,Takeaway,Promotion-Driven
CUST002449,Multan,2026-06-01,Third-Party Delivery,Occasional
CUST002450,Islamabad,2026-09-21,Website/App,New
CUST002451,Multan,2026-09-09,Dine-in,New
CUST002452,Faisalabad,2026-04-27,Takeaway,Frequent
CUST002453,Sialkot,2026-07-26,Dine-in,Occasional
CUST002454,Multan,2026-02-01,Dine-in,Occasional
CUST002455,Peshawar,2025-09-08,Dine-in,Frequent
CUST002456,Rawalpindi,2026-05-15,Third-Party Delivery,At-Risk
CUST002457,Peshawar,2025-09-26,Website/App,Promotion-Driven
CUST002458,Quetta,2025-08-31,Takeaway,Occasional
CUST002459,Islamabad,2026-05-07,Dine-in,Occasional
CUST002460,Sialkot,2026-04-15,Dine-in,At-Risk
CUST002461,Rawalpindi,2025-11-11,Dine-in,Frequent
CUST002462,Karachi,2026-09-06,Dine-in,New
CUST002463,Faisalabad,2026-09-18,Dine-in,New
CUST002464,Quetta,2026-01-14,Takeaway,Occasional
CUST002465,Rawalpindi,2026-04-23,Dine-in,Frequent
CUST002466,Faisalabad,2026-09-20,Dine-in,New
CUST002467,Sialkot,2026-07-14,Dine-in,At-Risk
CUST002468,Quetta,2026-09-01,Dine-in,New
CUST002469,Lahore,2026-05-25,Website/App,Frequent
CUST002470,Islamabad,2026-04-07,Takeaway,Frequent
CUST002471,Quetta,2025-09-15,Website/App,Occasional
CUST002472,Quetta,2026-04-18,Third-Party Delivery,Frequent
CUST002473,Peshawar,2026-03-16,Website/App,Promotion-Driven
CUST002474,Multan,2026-09-18,Website/App,Occasional
CUST002475,Faisalabad,2025-08-28,Takeaway,Occasional
CUST002476,Islamabad,2026-03-20,Dine-in,At-Risk
CUST002477,Lahore,2025-10-06,Dine-in,Frequent
CUST002478,,2026-04-19,Website/App,High-Value Loyal
CUST002479,Multan,2026-09-09,Website/App,New
CUST002480,Multan,2026-09-22,Takeaway,New
CUST002481,Quetta,2026-05-13,Third-Party Delivery,Frequent
CUST002482,Faisalabad,2026-09-02,Dine-in,New
CUST002483,Sialkot,2026-09-17,Dine-in,At-Risk
CUST002484,Quetta,2026-01-04,Third-Party Delivery,Occasional
CUST002485,Karachi,2026-08-05,Third-Party Delivery,Occasional
CUST002486,Faisalabad,2025-08-11,Dine-in,Occasional
CUST002487,Islamabad,2026-02-18,Takeaway,High-Value Loyal
CUST002488,Multan,2025-12-08,Third-Party Delivery,Promotion-Driven
CUST002489,Multan,2026-09-23,Dine-in,New
CUST002490,Multan,2026-09-17,Third-Party Delivery,New
CUST002491,Islamabad,2026-05-23,Website/App,Occasional
CUST002492,Sialkot,2026-09-22,Dine-in,New
CUST002493,Hyderabad,2026-03-04,Takeaway,Frequent
CUST002494,Faisalabad,2026-01-23,Dine-in,Frequent
CUST002495,Peshawar,2026-07-24,Dine-in,At-Risk
CUST002496,Sialkot,2025-09-01,Takeaway,Promotion-Driven
CUST002497,Rawalpindi,2026-09-22,Dine-in,New
CUST002498,Hyderabad,2026-08-25,Third-Party Delivery,New
CUST002499,Karachi,2026-03-29,Takeaway,High-Value Loyal
CUST002500,Sialkot,2025-08-16,Dine-in,At-Risk
CUST002501,Rawalpindi,2025-12-24,Third-Party Delivery,Frequent
CUST002502,Karachi,2026-09-18,Takeaway,New
CUST002503,Quetta,2026-09-19,Website/App,New
CUST002504,Multan,2026-08-27,Website/App,Promotion-Driven
CUST002505,Peshawar,2026-06-24,Dine-in,Occasional
CUST002506,Karachi,2026-08-08,Takeaway,High-Value Loyal
CUST002507,Sialkot,2026-06-26,Takeaway,Promotion-Driven
CUST002508,Hyderabad,2026-03-03,Dine-in,Occasional
CUST002509,Faisalabad,2026-02-07,Website/App,Occasional
CUST002510,Peshawar,2026-02-11,Dine-in,Occasional
CUST002511,Faisalabad,2026-03-17,Takeaway,At-Risk
CUST002512,Hyderabad,2026-02-09,Dine-in,Frequent
CUST002513,Lahore,2026-02-08,Dine-in,Promotion-Driven
CUST002514,Multan,2025-09-10,Website/App,Occasional
CUST002515,Faisalabad,2026-07-15,Dine-in,Frequent
CUST002516,Lahore,2026-07-04,Website/App,Frequent
CUST002517,Karachi,2026-05-03,Website/App,Occasional
CUST002518,Lahore,2025-10-07,Website/App,Frequent
CUST002519,,2026-06-30,Third-Party Delivery,At-Risk
CUST002520,Rawalpindi,2026-01-25,Takeaway,High-Value Loyal
CUST002521,Faisalabad,2026-09-18,Dine-in,New
CUST002522,Karachi,2026-05-02,Website/App,Promotion-Driven
CUST002523,Sialkot,2026-02-17,Third-Party Delivery,Promotion-Driven
CUST002524,Hyderabad,2026-04-27,Takeaway,Frequent
CUST002525,Hyderabad,2026-08-31,Takeaway,New
CUST002526,Hyderabad,2025-11-22,Takeaway,Frequent
CUST002527,Karachi,2025-08-01,Takeaway,Occasional
