rating_id,customer_id,item_id,restaurant_id,order_id,rating,review_date
RATE0002920,CUST002584,M0066,R007,ORD0003713,5,2026-08-07
RATE0002921,CUST003827,M0049,R011,ORD0001935,4,2025-12-19
RATE0002922,CUST001848,M0081,R020,ORD0001245,3,2026-06-02
RATE0002923,CUST000569,M0135,R012,ORD0000938,4,2026-09-02
RATE0002924,CUST002696,M0133,R008,ORD0000528,3,2026-09-25
RATE0002925,CUST000196,M0079,R003,ORD0006375,5,2026-09-25
RATE0002926,CUST001987,M0149,R020,ORD0002478,4,2026-09-16
RATE0002927,CUST001781,M0083,R003,ORD0007943,4,2026-06-15
RATE0002928,CUST001428,M0090,R003,ORD0004234,5,2026-07-10
RATE0002929,CUST001715,M0078,R019,ORD0007333,3,2026-08-27
RATE0002930,CUST000476,M0066,R007,ORD0007150,3,2025-12-18
RATE0002931,CUST001146,M0045,R020,ORD0003148,5,2026-04-05
RATE0002932,CUST003509,M0019,R011,ORD0007357,5,2026-09-16
RATE0002933,CUST001388,M0111,R016,ORD0000317,5,2026-09-24
RATE0002934,CUST000482,M0042,R013,ORD0007437,4,2026-09-03
RATE0002935,CUST003376,M0068,R009,ORD0005310,4,2026-04-13
RATE0002936,CUST001785,M0062,R002,ORD0004793,2,2026-06-27
RATE0002937,CUST000947,M0144,R013,ORD0001709,4,2026-09-27
RATE0002938,CUST001344,M0155,R014,ORD0007241,3,2026-06-15
RATE0002939,CUST003819,M0087,R004,ORD0000973,5,2026-06-12
RATE0002940,CUST002050,M0106,R012,ORD0005525,4,2026-02-08
RATE0002941,CUST001336,M0121,R002,ORD0008508,4,2025-10-08
RATE0002942,CUST001807,M0120,R008,ORD0006998,4,2026-08-01
RATE0002943,CUST001667,M0094,R018,ORD0000651,4,2026-06-10
RATE0002944,CUST001345,M0121,R018,ORD0000915,4,2026-07-18
RATE0002945,CUST000595,M0084,R010,ORD0003677,4,2026-08-25
RATE0002946,CUST003586,M0064,R013,ORD0001381,4,2026-02-18
RATE0002947,CUST000387,M0080,R002,ORD0002317,4,2026-04-03
RATE0002948,CUST003883,M0093,R014,ORD0005010,5,2026-09-20
RATE0002949,CUST003290,M0121,R018,ORD0007984,5,2026-08-13
RATE0002950,CUST001163,M0134,R010,ORD0003846,5,2026-09-25
RATE0002951,CUST000741,M0121,R010,ORD0003082,5,2026-02-16
RATE0002952,CUST002024,M0002,R002,ORD0004142,5,2026-09-05
RATE0002953,CUST000989,M0090,R006,ORD0002133,4,2026-04-05
RATE0002954,CUST000334,M0086,R015,ORD0006220,5,2026-05-19
RATE0002955,CUST000159,M0094,R007,ORD0002873,3,2026-09-14
RATE0002956,CUST000673,M0121,R018,ORD0007810,3,2026-08-20
RATE0002957,CUST001641,M0119,R010,ORD0008716,4,2026-04-17
RATE0002958,CUST003100,M0119,R014,ORD0008459,3,2026-08-28
RATE0002959,CUST003124,M0081,R001,ORD0002586,4,2025-11-29
RATE0002960,CUST003569,M0083,R013,ORD0005116,4,2026-08-16
RATE0002961,CUST003624,M0064,R007,ORD0000121,5,2026-09-22
RATE0002962,CUST001404,M0130,R008,ORD0007974,4,2026-07-17
RATE0002963,CUST000489,M0094,R001,ORD0003434,4,2026-06-14
RATE0002964,CUST003796,M0120,R017,ORD0005982,4,2026-06-17
RATE0002965,CUST000407,M0063,R011,ORD0002241,4,2026-06-03
RATE0002966,CUST000936,M0133,R009,ORD0002613,3,2026-03-01
RATE0002967,CUST000488,M0079,R005,ORD0003676,5,2025-09-24
RATE0002968,CUST002305,M0044,R006,ORD0008600,3,2026-04-04
RATE0002969,CUST001849,M0094,R010,ORD0008144,4,2026-09-22
RATE0002970,CUST003027,M0070,R015,ORD0007618,3,2026-08-30
RATE0002971,CUST002415,M0010,R013,ORD0000619,5,2026-08-18
RATE0002972,CUST000158,M0135,R015,ORD0003145,3,2026-07-29
RATE0002973,CUST003091,M0133,R015,ORD0007007,3,2026-09-07
RATE0002974,CUST003151,M0002,R016,ORD0003447,4,2026-09-07
RATE0002975,CUST000401,M0081,R002,ORD0004727,4,2026-07-17
RATE0002976,CUST002515,M0124,R015,ORD0007012,5,2026-08-02
RATE0002977,CUST003702,M0035,R015,ORD0000716,3,2026-08-01
RATE0002978,CUST002884,M0095,R013,ORD0000612,4,2025-11-09
RATE0002979,CUST002104,M0037,R005,ORD0000598,4,2026-03-06
RATE0002980,CUST002786,M0055,R014,ORD0001943,4,2026-09-06
RATE0002981,CUST003127,M0022,R006,ORD0007712,4,2026-03-13
RATE0002982,CUST002994,M0045,R002,ORD0001716,5,2025-11-11
RATE0002983,CUST000171,M0123,R017,ORD0006336,3,2026-08-02
RATE0002984,CUST002720,M0094,R013,ORD0008070,4,2026-09-21
RATE0002985,CUST003935,M0019,R005,ORD0005449,4,2026-09-11
RATE0002986,CUST000326,M0065,R005,ORD0005629,4,2026-07-29
RATE0002987,CUST002687,M0095,R009,ORD0001713,4,2026-03-04
RATE0002988,CUST003239,M0115,R008,ORD0002321,3,2026-08-09
RATE0002989,CUST003026,M0004,R008,ORD0005937,3,2026-06-25
RATE0002990,CUST001100,M0079,R019,ORD0005605,4,2026-05-01
RATE0002991,CUST000372,M0144,R013,ORD0004937,5,2026-07-01
RATE0002992,CUST002393,M0029,R008,ORD0003060,4,2026-09-22
RATE0002993,CUST002592,M0044,R010,ORD0008057,4,2025-10-11
RATE0002994,CUST003267,M0133,R018,ORD0005423,3,2026-09-22
RATE0002995,CUST003526,M0157,R007,ORD0008451,4,2026-09-05
RATE0002996,CUST002273,M0121,R002,ORD0002298,4,2026-08-21
RATE0002997,CUST000999,M0067,R020,ORD0000482,5,2026-09-24
RATE0002998,CUST002361,M0087,R017,ORD0004053,3,2026-07-21
RATE0002999,CUST001484,M0020,R010,ORD0008217,4,2026-01-20
RATE0003000,CUST000625,M0014,R009,ORD0006815,3,2026-09-11
RATE0003001,CUST003718,M0059,R012,ORD0008074,3,2025-11-20
RATE0003002,CUST003983,M0079,R008,ORD0005699,4,2026-09-02
RATE0003003,CUST003152,M0143,R008,ORD0004747,5,2026-09-08
RATE0003004,CUST003245,M0105,R004,ORD0008168,4,2026-06-13
RATE0003005,CUST003148,M0130,R004,ORD0008086,3,2026-05-15
RATE0003006,CUST001264,M0124,R019,ORD0006805,4,2026-04-18
RATE0003007,CUST000714,M0108,R010,ORD0008346,5,2026-07-05
RATE0003008,CUST002973,M0143,R005,ORD0007013,5,2026-04-02
RATE0003009,CUST003726,M0106,R008,ORD0008431,3,2026-06-22
RATE0003010,CUST001174,M0139,R011,ORD0005799,3,2026-07-06
RATE0003011,CUST000940,M0081,R006,ORD0005759,4,2026-05-05
RATE0003012,CUST002785,M0066,R006,ORD0005288,5,2026-05-11
RATE0003013,CUST002166,M0119,R018,ORD0008815,3,2026-08-12
RATE0003014,CUST003275,M0010,R001,ORD0006384,5,2026-07-29
RATE0003015,CUST003421,M0146,R009,ORD0008216,3,2026-02-01
RATE0003016,CUST002265,M0076,R020,ORD0001501,4,2026-08-19
RATE0003017,CUST000897,M0072,R017,ORD0001183,5,2026-09-19
RATE0003018,CUST002427,M0139,R015,ORD0006716,3,2026-08-30
RATE0003019,CUST003467,M0081,R016,ORD0002299,4,2026-08-24
RATE0003020,CUST001614,M0097,R013,ORD0006562,4,2026-08-29
RATE0003021,CUST002087,M0073,R008,ORD0004305,4,2026-07-18
RATE0003022,CUST001025,M0133,R019,ORD0006260,4,2026-07-17
RATE0003023,CUST000484,M0124,R014,ORD0001519,3,2026-04-27
RATE0003024,CUST001281,M0005,R012,ORD0003983,3,2026-08-02
RATE0003025,CUST003578,M0064,R010,ORD0007273,4,2026-09-12
RATE0003026,CUST001571,M0004,R015,ORD0008175,3,2026-09-16
RATE0003027,CUST001258,M0156,R017,ORD0004642,4,2026-01-13
RATE0003028,CUST003939,M0015,R005,ORD0000751,3,2026-07-26
RATE0003029,CUST001969,M0093,R014,ORD0001242,3,2026-08-17
RATE0003030,CUST002578,M0139,R008,ORD0003017,3,2026-08-05
RATE0003031,CUST000647,M0120,R016,ORD0006166,3,2026-05-01
RATE0003032,CUST001599,M0014,R011,ORD0007990,5,2026-05-11
RATE0003033,CUST003262,M0082,R017,ORD0003308,4,2025-12-04
RATE0003034,CUST003008,M0084,R005,ORD0005958,5,2026-05-05
RATE0003035,CUST000151,M0149,R017,ORD0001577,5,2026-09-19
RATE0003036,CUST001358,M0107,R003,ORD0002098,4,2025-12-27
RATE0003037,CUST000108,M0038,R008,ORD0000806,4,2026-08-27
RATE0003038,CUST003861,M0124,R001,ORD0000091,5,2026-05-31
RATE0003039,CUST001051,M0079,R014,ORD0004730,4,2026-08-16
RATE0003040,CUST003884,M0079,R010,ORD0000801,4,2026-09-04
RATE0003041,CUST001356,M0128,R002,ORD0001321,3,2026-09-05
RATE0003042,CUST003152,M0109,R008,ORD0004747,4,2026-09-08
RATE0003043,CUST001410,M0042,R010,ORD0006545,4,2026-05-15
RATE0003044,CUST001156,M0073,R011,ORD0008031,4,2026-07-22
RATE0003045,CUST002410,M0070,R008,ORD0002807,3,2026-07-14
RATE0003046,CUST003051,M0064,R016,ORD0004135,4,2026-09-26
RATE0003047,CUST001588,M0004,R012,ORD0004951,5,2026-07-23
RATE0003048,CUST003193,M0096,R018,ORD0007661,4,2026-09-23
RATE0003049,CUST000783,M0111,R009,ORD0005093,4,2026-09-03
RATE0003050,CUST002112,M0115,R003,ORD0007485,4,2026-07-19
RATE0003051,CUST003808,M0090,R005,ORD0006561,4,2026-06-14
RATE0003052,CUST003764,M0133,R013,ORD0006351,3,2026-07-26
RATE0003053,CUST001652,M0079,R016,ORD0007538,5,2026-08-26
RATE0003054,CUST000436,M0118,R019,ORD0001629,4,2026-09-03
RATE0003055,CUST001080,M0144,R009,ORD0004966,3,2026-09-07
RATE0003056,CUST003775,M0094,R007,ORD0006908,3,2026-08-20
RATE0003057,CUST000460,M0018,R019,ORD0008039,4,2026-07-23
RATE0003058,CUST000735,M0121,R017,ORD0000180,3,2026-04-15
RATE0003059,CUST002396,M0008,R015,ORD0008411,4,2026-02-20
RATE0003060,CUST002814,M0150,R007,ORD0005638,4,2026-08-08
RATE0003061,CUST003022,M0133,R003,ORD0000305,4,2026-08-31
RATE0003062,CUST002842,M0122,R003,ORD0001535,4,2026-08-15
RATE0003063,CUST003933,M0092,R015,ORD0003144,3,2026-09-02
RATE0003064,CUST002755,M0043,R011,ORD0008984,3,2026-05-18
RATE0003065,CUST001988,M0086,R014,ORD0002796,3,2026-07-04
RATE0003066,CUST000084,M0079,R010,ORD0002563,4,2026-04-21
RATE0003067,CUST003634,M0081,R016,ORD0001217,4,2026-09-09
RATE0003068,CUST001709,M0081,R002,ORD0000920,4,2026-06-20
RATE0003069,CUST002097,M0092,R004,ORD0007759,4,2026-04-18
RATE0003070,CUST002602,M0115,R010,ORD0001959,5,2025-09-16
RATE0003071,CUST001025,M0139,R019,ORD0005568,4,2026-03-26
RATE0003072,CUST002724,M0120,R001,ORD0007964,4,2026-03-10
RATE0003073,CUST002273,M0058,R002,ORD0000695,4,2026-01-23
RATE0003074,CUST000100,M0014,R011,ORD0003133,5,2026-09-24
RATE0003075,CUST001820,M0064,R011,ORD0008436,4,2026-09-13
RATE0003076,CUST003357,M0136,R008,ORD0008400,3,2025-10-18
RATE0003077,CUST001706,M0131,R016,ORD0003323,4,2026-05-16
RATE0003078,CUST000136,M0081,R016,ORD0007394,5,2026-09-15
RATE0003079,CUST002592,M0081,R004,ORD0007649,5,2026-07-18
RATE0003080,CUST000774,M0087,R015,ORD0002120,4,2026-09-24
RATE0003081,CUST003449,M0093,R016,ORD0001254,6,2026-03-26
RATE0003082,CUST002544,M0124,R005,ORD0008904,4,2026-09-23
RATE0003083,CUST002439,M0125,R006,ORD0004508,3,2026-09-24
RATE0003084,CUST000270,M0004,R001,ORD0003726,5,2026-01-11
RATE0003085,CUST002270,M0071,R016,ORD0000543,3,2026-09-15
RATE0003086,CUST001463,M0044,R012,ORD0000272,3,2026-08-18
RATE0003087,CUST001720,M0059,R006,ORD0004388,4,2026-09-22
RATE0003088,CUST002794,M0079,R008,ORD0003618,4,2026-07-16
RATE0003089,CUST000778,M0025,R015,ORD0006702,4,2026-06-07
RATE0003090,CUST002642,M0090,R019,ORD0006095,5,2026-07-14
RATE0003091,CUST003598,M0115,R015,ORD0007194,5,2026-07-08
RATE0003092,CUST000132,M0051,R013,ORD0005131,4,2026-08-23
RATE0003093,CUST001614,M0134,R003,ORD0005551,0,2026-09-02
RATE0003094,CUST002668,M0156,R016,ORD0002696,4,2026-09-15
RATE0003095,CUST003438,M0123,R006,ORD0005887,5,2026-09-23
RATE0003096,CUST003083,M0022,R009,ORD0004050,5,2026-02-01
RATE0003097,CUST001258,M0072,R017,ORD0006332,5,2026-09-18
RATE0003098,CUST003558,M0135,R020,ORD0001468,4,2026-07-06
RATE0003099,CUST001077,M0073,R004,ORD0001913,5,2026-04-12
RATE0003100,CUST002994,M0131,R012,ORD0004431,4,2026-04-17
RATE0003101,CUST002541,M0079,R002,ORD0002548,4,2026-09-04
RATE0003102,CUST000350,M0148,R017,ORD0004726,5,2026-09-13
RATE0003103,CUST001340,M0124,R011,ORD0000117,3,2026-07-13
RATE0003104,CUST003566,M0142,R018,ORD0002071,2,2026-08-25
RATE0003105,CUST001107,M0098,R006,ORD0007498,5,2026-05-21
RATE0003106,CUST000504,M0135,R015,ORD0005011,4,2026-09-08
RATE0003107,CUST002487,M0086,R013,ORD0003120,5,2026-03-23
RATE0003108,CUST000034,M0038,R019,ORD0008201,4,2026-08-05
RATE0003109,CUST000920,M0149,R010,ORD0003952,4,2026-07-05
RATE0003110,CUST003213,M0139,R002,ORD0008531,4,2026-03-11
RATE0003111,CUST003655,M0026,R018,ORD0005661,3,2026-09-02
RATE0003112,CUST002854,M0159,R012,ORD0004084,3,2026-09-01
RATE0003113,CUST001608,M0115,R008,ORD0003647,5,2026-07-08
RATE0003114,CUST002361,M0092,R017,ORD0004053,2,2026-07-25
RATE0003115,CUST003212,M0094,R006,ORD0000382,4,2026-09-20
RATE0003116,CUST002205,M0003,R017,ORD0007383,4,2025-12-18
RATE0003117,CUST003601,M0076,R011,ORD0001964,5,2026-04-09
RATE0003118,CUST003507,M0111,R002,ORD0006860,5,2026-04-25
RATE0003119,CUST002484,M0156,R008,ORD0004201,5,2026-04-01
RATE0003120,CUST003048,M0001,R004,ORD0003635,5,2026-04-24
RATE0003121,CUST003700,M0119,R020,ORD0005959,4,2025-10-27
RATE0003122,CUST001578,M0107,R019,ORD0006958,4,2026-05-02
RATE0003123,CUST001944,M0138,R001,ORD0004502,4,2026-09-14
RATE0003124,CUST002905,M0030,R001,ORD0008711,3,2026-07-10
RATE0003125,CUST002846,M0081,R017,ORD0006767,5,2026-03-11
RATE0003126,CUST001468,M0060,R005,ORD0000365,4,2026-04-21
RATE0003127,CUST002179,M0156,R002,ORD0002915,4,2026-07-29
RATE0003128,CUST002627,M0133,R001,ORD0003515,3,2026-09-10
RATE0003129,CUST003697,M0004,R003,ORD0006036,5,2026-06-27
RATE0003130,CUST002202,M0090,R011,ORD0000610,5,2026-05-22
RATE0003131,CUST002415,M0043,R003,ORD0005216,4,2026-07-08
RATE0003132,CUST003158,M0124,R010,ORD0001068,4,2026-07-06
RATE0003133,CUST000738,M0153,R006,ORD0002239,4,2026-01-10
RATE0003134,CUST003827,M0117,R011,ORD0003127,4,2026-09-04
RATE0003135,CUST001379,M0109,R006,ORD0002637,3,2026-07-20
RATE0003136,CUST001465,M0004,R019,ORD0002762,3,2026-09-24
RATE0003137,CUST003503,M0036,R001,ORD0007856,4,2026-08-27
RATE0003138,CUST001055,M0125,R015,ORD0003424,4,2026-09-16
RATE0003139,CUST000484,M0139,R014,ORD0000743,4,2026-03-13
RATE0003140,CUST001692,M0063,R006,ORD0002716,4,2026-05-15
RATE0003141,CUST002764,M0103,R004,ORD0005158,5,2025-12-16
RATE0003142,CUST001491,M0048,R014,ORD0005898,5,2026-09-14
RATE0003143,CUST002290,M0009,R013,ORD0001234,4,2026-05-02
RATE0003144,CUST000261,M0004,R016,ORD0002067,4,2026-07-27
RATE0003145,CUST001067,M0124,R001,ORD0008952,3,2026-08-28
RATE0003146,CUST001188,M0063,R007,ORD0006697,4,2026-06-11
RATE0003147,CUST000005,M0079,R017,ORD0000928,4,2026-08-08
RATE0003148,CUST001203,M0046,R018,ORD0002258,5,2026-07-20
RATE0003149,CUST002254,M0079,R005,ORD0002021,5,2026-08-14
RATE0003150,CUST003931,M0084,R005,ORD0000034,4,2026-05-25
RATE0003151,CUST000857,M0076,R014,ORD0003706,4,2026-08-18
RATE0003152,CUST003167,M0079,R018,ORD0000045,4,2026-02-21
RATE0003153,CUST002948,M0046,R013,ORD0004462,4,2026-04-22
RATE0003154,CUST003481,M0009,R004,ORD0003418,4,2026-07-27
RATE0003155,CUST000654,M0105,R013,ORD0006826,3,2026-09-22
RATE0003156,CUST001143,M0149,R004,ORD0001216,4,2026-09-19
RATE0003157,CUST000661,M0063,R014,ORD0001244,4,2026-08-07
RATE0003158,CUST000512,M0122,R001,ORD0005417,5,2026-05-13
RATE0003159,CUST002670,M0133,R003,ORD0005566,4,2026-08-10
RATE0003160,CUST002510,M0114,R003,ORD0005019,4,2026-06-02
RATE0003161,CUST000759,M0048,R011,ORD0001597,4,2026-09-15
RATE0003162,CUST000600,M0148,R009,ORD0001951,3,2026-06-20
RATE0003163,CUST000970,M0133,R001,ORD0000705,4,2026-01-09
RATE0003164,CUST003063,M0049,R016,ORD0007616,4,2026-07-05
RATE0003165,CUST001354,M0093,R018,ORD0006713,4,2026-08-24
RATE0003166,CUST000123,M0008,R019,ORD0003579,3,2026-04-13
RATE0003167,CUST001058,M0063,R003,ORD0008595,5,2026-07-04
RATE0003168,CUST000170,M0157,R015,ORD0008113,4,2026-06-23
RATE0003169,CUST003238,M0103,R004,ORD0000238,4,2026-09-05
RATE0003170,CUST000781,M0051,R010,ORD0006803,4,2026-09-07
RATE0003171,CUST000055,M0115,R011,ORD0006527,4,2026-07-16
RATE0003172,CUST000866,M0121,R010,ORD0004560,4,2025-12-29
RATE0003173,CUST003988,M0149,R014,ORD0008772,4,2025-12-23
RATE0003174,CUST002544,M0002,R005,ORD0004592,4,2026-09-08
RATE0003175,CUST001795,M0112,R017,ORD0002567,4,2026-09-27
RATE0003176,CUST002623,M0135,R009,ORD0005890,4,2026-01-27
RATE0003177,CUST000855,M0120,R005,ORD0003174,5,2026-06-22
RATE0003178,CUST003414,M0099,R008,ORD0000728,4,2026-04-22
RATE0003179,CUST001886,M0159,R005,ORD0007039,3,2026-08-07
RATE0003180,CUST001149,M0004,R020,ORD0007758,3,2026-09-15
RATE0003181,CUST001145,M0009,R008,ORD0003314,4,2026-09-19
RATE0003182,CUST001747,M0139,R003,ORD0005406,3,2026-07-21
RATE0003183,CUST000922,M0076,R012,ORD0006572,4,2026-09-08
RATE0003184,CUST002193,M0067,R005,ORD0005517,3,2026-06-25
RATE0003185,CUST003949,M0061,R018,ORD0002827,4,2026-09-22
RATE0003186,CUST002472,M0160,R018,ORD0000894,4,2026-07-14
RATE0003187,CUST003067,M0117,R019,ORD0007947,4,2026-08-13
RATE0003188,CUST002701,M0038,R016,ORD0001784,4,2026-07-05
RATE0003189,CUST001833,M0157,R002,ORD0000547,3,2026-09-23
RATE0003190,CUST001562,M0133,R016,ORD0003902,3,2026-05-07
RATE0003191,CUST001899,M0133,R011,ORD0006825,3,2026-09-10
RATE0003192,CUST003239,M0046,R008,ORD0002321,5,2026-08-06
RATE0003193,CUST000839,M0135,R019,ORD0000996,3,2026-07-04
RATE0003194,CUST001957,M0032,R017,ORD0001881,4,2026-02-09
RATE0003195,CUST001690,M0148,R003,ORD0005717,4,2026-08-13
RATE0003196,CUST001085,M0019,R019,ORD0006067,4,2026-09-17
RATE0003197,CUST003159,M0066,R003,ORD0000575,5,2026-08-19
RATE0003198,CUST000603,M0079,R010,ORD0001354,5,2026-07-26
RATE0003199,CUST001934,M0086,R010,ORD0005840,4,2026-09-16
RATE0003200,CUST001195,M0042,R017,ORD0003388,4,2026-07-15
RATE0003201,CUST001174,M0002,R011,ORD0007200,5,2026-09-04
RATE0003202,CUST001943,M0134,R002,ORD0000906,5,2026-08-06
RATE0003203,CUST003717,M0026,R006,ORD0001228,3,2026-06-04
RATE0003204,CUST001376,M0085,R012,ORD0001385,4,2026-09-13
RATE0003205,CUST000126,M0102,R003,ORD0003408,4,2026-06-08
RATE0003206,CUST003577,M0138,R005,ORD0008810,4,2026-09-22
RATE0003207,CUST001866,M0019,R003,ORD0005069,3,2026-08-01
RATE0003208,CUST001592,M0156,R013,ORD0008354,4,2026-06-21
RATE0003209,CUST001879,M0032,R017,ORD0003826,4,2026-07-26
RATE0003210,CUST001736,M0055,R003,ORD0007398,3,2026-09-20
RATE0003211,CUST001015,M0051,R005,ORD0002797,4,2026-07-27
RATE0003212,CUST001161,M0158,R002,ORD0007784,4,2026-09-08
RATE0003213,CUST003609,M0009,R018,ORD0002444,4,2026-09-27
RATE0003214,CUST000497,M0129,R016,ORD0008022,4,2026-08-04
RATE0003215,CUST001295,M0133,R013,ORD0003379,3,2025-12-02
RATE0003216,CUST000928,M0094,R007,ORD0004991,4,2026-08-31
RATE0003217,CUST003602,M0151,R002,ORD0008562,4,2026-07-24
RATE0003218,CUST001947,M0092,R018,ORD0002616,3,2026-09-20
RATE0003219,CUST001269,M0149,R014,ORD0001372,4,2026-07-25
RATE0003220,CUST000904,M0032,R002,ORD0007615,5,2026-09-21
RATE0003221,CUST000993,M0092,R007,ORD0000825,4,2025-09-07
RATE0003222,CUST001155,M0091,R004,ORD0006573,4,2026-08-26
RATE0003223,CUST003619,M0046,R006,ORD0003498,3,2026-09-19
RATE0003224,CUST003620,M0081,R002,ORD0007339,3,2026-09-19
RATE0003225,CUST002444,M0006,R020,ORD0007537,4,2026-09-12
RATE0003226,CUST002720,M0094,R003,ORD0000813,5,2026-09-17
RATE0003227,CUST001530,M0086,R014,ORD0007369,3,2026-04-20
RATE0003228,CUST003140,M0124,R004,ORD0001906,5,2026-01-25
RATE0003229,CUST001059,M0019,R008,ORD0006812,4,2026-09-18
RATE0003230,CUST000108,M0149,R018,ORD0006000,4,2026-08-30
RATE0003231,CUST000168,M0070,R019,ORD0002821,5,2026-09-23
RATE0003232,CUST002846,M0133,R017,ORD0008515,4,2026-02-25
RATE0003233,CUST002910,M0144,R013,ORD0005769,5,2026-09-08
RATE0003234,CUST003337,M0060,R015,ORD0006899,3,2026-09-24
RATE0003235,CUST003173,M0079,R004,ORD0000100,5,2026-04-04
RATE0003236,CUST003795,M0092,R020,ORD0002956,4,2026-07-17
RATE0003237,CUST002083,M0140,R004,ORD0006407,3,2026-04-01
RATE0003238,CUST001331,M0002,R017,ORD0005922,3,2026-07-30
RATE0003239,CUST002323,M0121,R002,ORD0008511,4,2026-04-13
RATE0003240,CUST000384,M0111,R012,ORD0008427,4,2026-09-02
RATE0003241,CUST002513,M0066,R012,ORD0001636,4,2026-08-15
RATE0003242,CUST002818,M0135,R012,ORD0008020,4,2026-09-11
RATE0003243,CUST001969,M0081,R004,ORD0000601,4,2026-03-17
RATE0003244,CUST001539,M0093,R006,ORD0008162,3,2026-03-20
RATE0003245,CUST002296,M0048,R008,ORD0003694,5,2026-06-28
RATE0003246,CUST001531,M0124,R013,ORD0004237,5,2026-05-22
RATE0003247,CUST003699,M0064,R020,ORD0003697,4,2026-06-02
RATE0003248,CUST000801,M0099,R013,ORD0004198,4,2026-09-19
RATE0003249,CUST000281,M0119,R018,ORD0004667,3,2026-09-27
RATE0003250,CUST002994,M0033,R012,ORD0001717,4,2026-07-30
RATE0003251,CUST001874,M0010,R013,ORD0008955,3,2026-06-16
RATE0003252,CUST000060,M0129,R004,ORD0007372,5,2026-06-01
RATE0003253,CUST002158,M0107,R006,ORD0000485,4,2025-10-16
RATE0003254,CUST001290,M0073,R007,ORD0000127,4,2026-06-10
RATE0003255,CUST000817,M0146,R001,ORD0007303,4,2026-01-20
RATE0003256,CUST000119,M0043,R014,ORD0004210,3,2026-02-20
RATE0003257,CUST002231,M0120,R011,ORD0006759,4,2026-09-12
RATE0003258,CUST001586,M0106,R001,ORD0003997,4,2026-06-11
RATE0003259,CUST000164,M0103,R020,ORD0004876,4,2026-01-27
RATE0003260,CUST000945,M0122,R004,ORD0004749,4,2026-07-30
RATE0003261,CUST001147,M0151,R017,ORD0007746,4,2026-05-25
RATE0003262,CUST003597,M0036,R013,ORD0005663,4,2026-08-03
RATE0003263,CUST000146,M0132,R007,ORD0007684,3,2026-08-14
RATE0003264,CUST001079,M0105,R009,ORD0003575,5,2026-09-09
RATE0003265,CUST003851,M0086,R012,ORD0007122,5,2026-05-22
RATE0003266,CUST003423,M0051,R014,ORD0007413,4,2026-07-25
RATE0003267,CUST001172,M0092,R004,ORD0007977,3,2025-11-16
RATE0003268,CUST002594,M0093,R007,ORD0001758,4,2026-07-26
RATE0003269,CUST001242,M0033,R005,ORD0003517,4,2026-07-14
RATE0003270,CUST002181,M0097,R013,ORD0002209,3,2026-04-03
RATE0003271,CUST000084,M0102,R020,ORD0008963,3,2026-05-31
RATE0003272,CUST002511,M0124,R015,ORD0004316,5,2026-05-25
RATE0003273,CUST002592,M0046,R004,ORD0002690,4,2026-05-14
RATE0003274,CUST001278,M0009,R012,ORD0006988,4,2026-08-04
RATE0003275,CUST001101,M0079,R006,ORD0000650,0,2026-08-02
RATE0003276,CUST001969,M0081,R004,ORD0002102,4,2026-04-15
RATE0003277,CUST000582,M0120,R016,ORD0007560,4,2026-05-01
RATE0003278,CUST001370,M0046,R008,ORD0003407,4,2026-06-13
RATE0003279,CUST001885,M0105,R016,ORD0000358,5,2026-03-29
RATE0003280,CUST001313,M0124,R003,ORD0006892,4,2026-09-16
RATE0003281,CUST002899,M0115,R008,ORD0007766,4,2026-08-07
RATE0003282,CUST003545,M0065,R005,ORD0008582,4,2026-07-11
RATE0003283,CUST000839,M0095,R009,ORD0003346,2,2025-10-19
RATE0003284,CUST003425,M0121,R020,ORD0008761,4,2026-02-08
RATE0003285,CUST002731,M0136,R019,ORD0006938,4,2026-06-18
RATE0003286,CUST002138,M0105,R014,ORD0001494,5,2026-09-11
RATE0003287,CUST002544,M0094,R010,ORD0003807,3,2026-09-07
RATE0003288,CUST000189,M0083,R020,ORD0000179,5,2026-08-23
RATE0003289,CUST000459,M0083,R020,ORD0007084,4,2026-03-03
RATE0003290,CUST003114,M0036,R008,ORD0004982,4,2026-08-23
RATE0003291,CUST001903,M0119,R002,ORD0004518,3,2026-09-18
RATE0003292,CUST002571,M0122,R012,ORD0000453,5,2025-11-03
RATE0003293,CUST002817,M0022,R006,ORD0005761,4,2026-05-11
RATE0003294,CUST000169,M0127,R014,ORD0000757,4,2026-01-16
RATE0003295,CUST002599,M0093,R009,ORD0005022,4,2026-04-06
RATE0003296,CUST001019,M0031,R003,ORD0003514,4,2026-07-28
RATE0003297,CUST001451,M0063,R006,ORD0004517,5,2026-09-21
RATE0003298,CUST000742,M0033,R011,ORD0004906,4,2026-08-25
RATE0003299,CUST000759,M0139,R011,ORD0001816,5,2026-08-09
RATE0003300,CUST001562,M0004,R006,ORD0004527,4,2026-02-16
RATE0003301,CUST001362,M0122,R002,ORD0005436,3,2026-09-06
RATE0003302,CUST000305,M0093,R018,ORD0000049,4,2026-07-04
RATE0003303,CUST001779,M0072,R009,ORD0005467,5,2026-08-01
RATE0003304,CUST002858,M0120,R005,ORD0006074,5,2026-02-16
RATE0003305,CUST001671,M0004,R006,ORD0006503,3,2026-02-08
RATE0003306,CUST003010,M0118,R012,ORD0008313,5,2026-05-15
RATE0003307,CUST003197,M0091,R017,ORD0007110,4,2026-09-18
