inventory_id,restaurant_id,item_id,date,stock_level,consumed_qty,replenished_qty
INV00071351,R010,M0120,2026-09-02,190,68,60
INV00071352,R010,M0112,2026-09-02,118,97,7
INV00071353,R010,M0065,2026-09-02,47,10,87
INV00071354,R010,M0045,2026-09-02,143,16,21
INV00071355,R010,M0087,2026-09-02,36,22,96
INV00071356,R010,M0029,2026-09-02,183,142,85
INV00071357,R010,M0041,2026-09-02,179,120,38
INV00071358,R010,M0113,2026-09-02,33,18,78
INV00071359,R010,M0026,2026-09-02,63,46,37
INV00071360,R010,M0024,2026-09-02,152,55,88
INV00071361,R010,M0106,2025-12-23,111,57,85
INV00071362,R010,M0109,2025-12-23,20,12,70
INV00071363,R010,M0142,2025-12-23,67,24,82
INV00071364,R010,M0056,2025-12-23,60,49,89
INV00071365,R010,M0095,2025-12-23,140,107,67
INV00071366,R010,M0030,2025-12-23,194,28,90
INV00071367,R010,M0102,2025-12-23,150,111,15
INV00071368,R010,M0052,2025-12-23,199,193,72
INV00071369,R010,M0101,2025-12-23,34,19,27
INV00071370,R010,M0143,2025-12-23,169,2,14
INV00071371,R010,M0020,2025-12-23,150,19,7
INV00071372,R010,M0085,2025-12-23,84,6,78
INV00071373,R010,M0016,2025-12-23,104,53,44
INV00071374,R010,M0067,2025-12-23,127,120,53
INV00071375,R010,M0025,2025-12-23,139,22,10
INV00071376,R010,M0031,2025-12-23,143,20,24
INV00071377,R010,M0129,2025-12-23,58,47,76
INV00071378,R010,M0148,2025-12-23,23,14,47
INV00071379,R010,M0099,2025-12-23,70,47,12
INV00071380,R010,M0017,2025-12-23,90,50,22
INV00071381,R010,M0076,2025-12-23,152,39,2
INV00071382,R010,M0019,2025-12-23,54,37,33
INV00071383,R010,M0013,2025-12-23,51,24,24
INV00071384,R010,M0010,2025-12-23,38,17,96
INV00071385,R010,M0032,2025-12-23,29,25,48
INV00071386,R010,M0152,2025-12-23,81,14,29
INV00071387,R010,M0098,2025-12-23,103,20,35
INV00071388,R010,M0057,2025-12-23,183,149,80
INV00071389,R010,M0132,2025-12-23,106,28,45
INV00071390,R010,M0105,2025-12-23,69,45,85
INV00071391,R010,M0137,2025-12-23,105,85,89
INV00071392,R010,M0079,2025-12-23,179,44,79
INV00071393,R010,M0061,2025-12-23,175,101,75
INV00071394,R010,M0116,2025-12-23,185,95,35
INV00071395,R010,M0003,2025-12-23,141,124,22
INV00071396,R010,M0124,2025-12-23,112,95,38
INV00071397,R010,M0046,2025-12-23,152,75,21
INV00071398,R010,M0043,2025-12-23,142,107,26
INV00071399,R010,M0070,2025-12-23,193,34,89
INV00071400,R010,M0091,2025-12-23,29,22,52
INV00071401,R010,M0027,2025-12-23,149,132,8
INV00071402,R010,M0139,2025-12-23,135,107,27
INV00071403,R010,M0083,2025-12-23,60,39,78
INV00071404,R010,M0097,2025-12-23,109,108,6
INV00071405,R010,M0147,2025-12-23,72,25,70
INV00071406,R010,M0037,2025-12-23,32,0,66
INV00071407,R010,M0082,2025-12-23,132,83,6
INV00071408,R010,M0023,2025-12-23,40,16,6
INV00071409,R010,M0144,2025-12-23,126,35,30
INV00071410,R010,M0068,2025-12-23,21,7,34
INV00071411,R010,M0115,2025-12-23,114,13,16
INV00071412,R010,M0012,2025-12-23,59,38,33
INV00071413,R010,M0066,2025-12-23,90,59,51
INV00071414,R010,M0086,2025-12-23,89,65,97
INV00071415,R010,M0007,2025-12-23,32,10,46
INV00071416,R010,M0028,2025-12-23,76,72,53
INV00071417,R010,M0077,2025-12-23,40,2,80
INV00071418,R010,M0140,2025-12-23,135,130,82
INV00071419,R010,M0127,2025-12-23,92,61,84
INV00071420,R010,M0042,2025-12-23,108,12,42
INV00071421,R010,M0005,2025-12-23,117,80,97
INV00071422,R010,M0136,2025-12-23,143,16,61
INV00071423,R010,M0033,2025-12-23,179,126,31
INV00071424,R010,M0128,2025-12-23,44,10,84
INV00071425,R010,M0133,2025-12-23,102,0,89
INV00071426,R010,M0069,2025-12-23,38,25,64
INV00071427,R010,M0011,2025-12-23,99,25,70
INV00071428,R010,M0096,2025-12-23,153,134,68
INV00071429,R010,M0110,2025-12-23,109,74,62
INV00071430,R010,M0001,2025-12-23,165,156,67
INV00071431,R010,M0120,2025-12-23,118,56,31
INV00071432,R010,M0112,2025-12-23,99,58,65
INV00071433,R010,M0065,2025-12-23,54,12,36
INV00071434,R010,M0045,2025-12-23,111,76,30
INV00071435,R010,M0087,2025-12-23,52,29,24
INV00071436,R010,M0029,2025-12-23,156,144,64
INV00071437,R010,M0041,2025-12-23,186,168,59
INV00071438,R010,M0113,2025-12-23,35,3,7
INV00071439,R010,M0026,2025-12-23,105,28,81
INV00071440,R010,M0024,2025-12-23,63,42,33
INV00071441,R010,M0106,2025-11-09,40,3,24
INV00071442,R010,M0109,2025-11-09,80,71,13
INV00071443,R010,M0142,2025-11-09,135,121,52
INV00071444,R010,M0056,2025-11-09,61,58,70
INV00071445,R010,M0095,2025-11-09,80,44,19
INV00071446,R010,M0030,2025-11-09,150,96,56
INV00071447,R010,M0102,2025-11-09,183,124,44
INV00071448,R010,M0052,2025-11-09,115,13,25
INV00071449,R010,M0101,2025-11-09,58,20,74
INV00071450,R010,M0143,2025-11-09,90,9,58
INV00071451,R010,M0020,2025-11-09,197,15,81
INV00071452,R010,M0085,2025-11-09,143,24,91
INV00071453,R010,M0016,2025-11-09,150,43,98
INV00071454,R010,M0067,2025-11-09,168,144,83
INV00071455,R010,M0025,2025-11-09,110,30,69
INV00071456,R010,M0031,2025-11-09,194,89,87
INV00071457,R010,M0129,2025-11-09,145,76,24
INV00071458,R010,M0148,2025-11-09,48,43,12
INV00071459,R010,M0099,2025-11-09,40,11,38
INV00071460,R010,M0017,2025-11-09,167,118,76
INV00071461,R010,M0076,2025-11-09,181,70,47
INV00071462,R010,M0019,2025-11-09,192,174,97
INV00071463,R010,M0013,2025-11-09,86,12,54
INV00071464,R010,M0010,2025-11-09,39,15,59
INV00071465,R010,M0032,2025-11-09,121,87,28
INV00071466,R010,M0152,2025-11-09,153,4,6
INV00071467,R010,M0098,2025-11-09,88,65,29
INV00071468,R010,M0057,2025-11-09,176,69,37
INV00071469,R010,M0132,2025-11-09,138,74,2
INV00071470,R010,M0105,2025-11-09,187,80,77
INV00071471,R010,M0137,2025-11-09,79,10,25
INV00071472,R010,M0079,2025-11-09,73,38,45
INV00071473,R010,M0061,2025-11-09,103,44,88
INV00071474,R010,M0116,2025-11-09,180,15,92
INV00071475,R010,M0003,2025-11-09,100,65,60
INV00071476,R010,M0124,2025-11-09,177,92,39
INV00071477,R010,M0046,2025-11-09,139,65,79
INV00071478,R010,M0043,2025-11-09,28,8,35
INV00071479,R010,M0070,2025-11-09,30,4,1
INV00071480,R010,M0091,2025-11-09,122,43,87
INV00071481,R010,M0027,2025-11-09,111,37,28
INV00071482,R010,M0139,2025-11-09,66,62,67
INV00071483,R010,M0083,2025-11-09,98,91,20
INV00071484,R010,M0097,2025-11-09,94,29,58
INV00071485,R010,M0147,2025-11-09,21,19,3
INV00071486,R010,M0037,2025-11-09,197,144,27
INV00071487,R010,M0082,2025-11-09,54,4,25
INV00071488,R010,M0023,2025-11-09,61,28,93
INV00071489,R010,M0144,2025-11-09,32,1,57
INV00071490,R010,M0068,2025-11-09,197,190,82
INV00071491,R010,M0115,2025-11-09,139,74,50
INV00071492,R010,M0012,2025-11-09,147,47,68
INV00071493,R010,M0066,2025-11-09,30,13,50
INV00071494,R010,M0086,2025-11-09,175,29,40
INV00071495,R010,M0007,2025-11-09,166,7,99
INV00071496,R010,M0028,2025-11-09,157,147,34
INV00071497,R010,M0077,2025-11-09,41,8,14
INV00071498,R010,M0140,2025-11-09,90,48,77
INV00071499,R010,M0127,2025-11-09,151,119,37
INV00071500,R010,M0042,2025-11-09,70,48,39
INV00071501,R010,M0005,2025-11-09,102,88,39
INV00071502,R010,M0136,2025-11-09,139,119,84
INV00071503,R010,M0033,2025-11-09,85,75,33
INV00071504,R010,M0128,2025-11-09,160,15,92
INV00071505,R010,M0133,2025-11-09,49,43,50
INV00071506,R010,M0069,2025-11-09,83,66,75
INV00071507,R010,M0011,2025-11-09,183,36,35
INV00071508,R010,M0096,2025-11-09,149,58,35
INV00071509,R010,M0110,2025-11-09,78,57,46
INV00071510,R010,M0001,2025-11-09,199,97,5
INV00071511,R010,M0120,2025-11-09,169,14,80
INV00071512,R010,M0112,2025-11-09,137,54,56
INV00071513,R010,M0065,2025-11-09,62,3,53
INV00071514,R010,M0045,2025-11-09,131,45,97
INV00071515,R010,M0087,2025-11-09,114,90,61
INV00071516,R010,M0029,2025-11-09,66,48,89
INV00071517,R010,M0041,2025-11-09,77,57,33
INV00071518,R010,M0113,2025-11-09,173,16,60
INV00071519,R010,M0026,2025-11-09,86,4,41
INV00071520,R010,M0024,2025-11-09,99,4,5
INV00071521,R010,M0106,2026-08-29,132,33,77
INV00071522,R010,M0109,2026-08-29,74,67,55
INV00071523,R010,M0142,2026-08-29,176,76,93
INV00071524,R010,M0056,2026-08-29,156,31,84
INV00071525,R010,M0095,2026-08-29,53,43,17
INV00071526,R010,M0030,2026-08-29,196,24,73
INV00071527,R010,M0102,2026-08-29,195,54,32
INV00071528,R010,M0052,2026-08-29,118,36,26
INV00071529,R010,M0101,2026-08-29,80,52,6
INV00071530,R010,M0143,2026-08-29,56,35,49
INV00071531,R010,M0020,2026-08-29,105,56,41
INV00071532,R010,M0085,2026-08-29,66,35,78
INV00071533,R010,M0016,2026-08-29,168,94,27
INV00071534,R010,M0067,2026-08-29,164,85,52
INV00071535,R010,M0025,2026-08-29,162,142,39
INV00071536,R010,M0031,2026-08-29,145,126,40
INV00071537,R010,M0129,2026-08-29,66,27,71
INV00071538,R010,M0148,2026-08-29,158,9,30
INV00071539,R010,M0099,2026-08-29,144,76,96
INV00071540,R010,M0017,2026-08-29,150,126,14
INV00071541,R010,M0076,2026-08-29,119,89,33
INV00071542,R010,M0019,2026-08-29,110,6,6
INV00071543,R010,M0013,2026-08-29,131,109,4
INV00071544,R010,M0010,2026-08-29,189,113,14
INV00071545,R010,M0032,2026-08-29,193,115,17
INV00071546,R010,M0152,2026-08-29,151,2,96
INV00071547,R010,M0098,2026-08-29,100,83,95
INV00071548,R010,M0057,2026-08-29,163,16,92
INV00071549,R010,M0132,2026-08-29,167,71,72
INV00071550,R010,M0105,2026-08-29,20,11,39
INV00071551,R010,M0137,2026-08-29,62,7,57
INV00071552,R010,M0079,2026-08-29,179,141,60
INV00071553,R010,M0061,2026-08-29,64,17,57
INV00071554,R010,M0116,2026-08-29,139,46,18
INV00071555,R010,M0003,2026-08-29,147,27,68
INV00071556,R010,M0124,2026-08-29,188,64,71
INV00071557,R010,M0046,2026-08-29,31,11,88
INV00071558,R010,M0043,2026-08-29,143,17,12
INV00071559,R010,M0070,2026-08-29,78,8,96
INV00071560,R010,M0091,2026-08-29,91,87,90
INV00071561,R010,M0027,2026-08-29,67,26,85
INV00071562,R010,M0139,2026-08-29,63,23,60
INV00071563,R010,M0083,2026-08-29,107,81,31
INV00071564,R010,M0097,2026-08-29,198,56,16
INV00071565,R010,M0147,2026-08-29,141,4,68
INV00071566,R010,M0037,2026-08-29,160,130,14
INV00071567,R010,M0082,2026-08-29,24,2,58
INV00071568,R010,M0023,2026-08-29,127,4,16
INV00071569,R010,M0144,2026-08-29,196,67,45
INV00071570,R010,M0068,2026-08-29,178,1,79
INV00071571,R010,M0115,2026-08-29,175,36,16
INV00071572,R010,M0012,2026-08-29,87,82,31
INV00071573,R010,M0066,2026-08-29,134,63,30
INV00071574,R010,M0086,2026-08-29,106,70,17
INV00071575,R010,M0007,2026-08-29,195,28,84
INV00071576,R010,M0028,2026-08-29,160,115,1
INV00071577,R010,M0077,2026-08-29,85,38,13
INV00071578,R010,M0140,2026-08-29,116,53,7
INV00071579,R010,M0127,2026-08-29,135,15,75
INV00071580,R010,M0042,2026-08-29,42,38,86
INV00071581,R010,M0005,2026-08-29,45,42,74
INV00071582,R010,M0136,2026-08-29,77,27,50
INV00071583,R010,M0033,2026-08-29,122,46,25
INV00071584,R010,M0128,2026-08-29,78,68,80
INV00071585,R010,M0133,2026-08-29,166,127,99
INV00071586,R010,M0069,2026-08-29,92,36,74
INV00071587,R010,M0011,2026-08-29,66,8,35
INV00071588,R010,M0096,2026-08-29,39,34,14
INV00071589,R010,M0110,2026-08-29,168,33,18
INV00071590,R010,M0001,2026-08-29,20,1,93
INV00071591,R010,M0120,2026-08-29,185,28,22
INV00071592,R010,M0112,2026-08-29,125,40,22
INV00071593,R010,M0065,2026-08-29,106,24,72
INV00071594,R010,M0045,2026-08-29,199,87,94
INV00071595,R010,M0087,2026-08-29,170,4,57
INV00071596,R010,M0029,2026-08-29,33,10,44
INV00071597,R010,M0041,2026-08-29,143,18,33
INV00071598,R010,M0113,2026-08-29,191,47,7
INV00071599,R010,M0026,2026-08-29,117,85,50
INV00071600,R010,M0024,2026-08-29,113,26,91
INV00071601,R010,M0106,2026-06-22,62,39,65
INV00071602,R010,M0109,2026-06-22,36,8,18
INV00071603,R010,M0142,2026-06-22,188,54,28
INV00071604,R010,M0056,2026-06-22,84,81,10
INV00071605,R010,M0095,2026-06-22,88,34,17
INV00071606,R010,M0030,2026-06-22,156,43,94
INV00071607,R010,M0102,2026-06-22,91,57,63
INV00071608,R010,M0052,2026-06-22,174,62,5
INV00071609,R010,M0101,2026-06-22,125,17,74
INV00071610,R010,M0143,2026-06-22,154,49,8
INV00071611,R010,M0020,2026-06-22,159,82,94
INV00071612,R010,M0085,2026-06-22,160,13,11
INV00071613,R010,M0016,2026-06-22,70,46,99
INV00071614,R010,M0067,2026-06-22,51,29,67
INV00071615,R010,M0025,2026-06-22,120,113,42
INV00071616,R010,M0031,2026-06-22,188,146,35
INV00071617,R010,M0129,2026-06-22,180,177,20
INV00071618,R010,M0148,2026-06-22,110,69,93
INV00071619,R010,M0099,2026-06-22,190,10,90
INV00071620,R010,M0017,2026-06-22,174,113,71
INV00071621,R010,M0076,2026-06-22,42,3,10
INV00071622,R010,M0019,2026-06-22,170,83,4
INV00071623,R010,M0013,2026-06-22,198,29,64
INV00071624,R010,M0010,2026-06-22,155,96,89
INV00071625,R010,M0032,2026-06-22,147,54,83
INV00071626,R010,M0152,2026-06-22,164,90,79
INV00071627,R010,M0098,2026-06-22,155,101,75
INV00071628,R010,M0057,2026-06-22,55,16,4
INV00071629,R010,M0132,2026-06-22,140,137,10
INV00071630,R010,M0105,2026-06-22,98,28,37
INV00071631,R010,M0137,2026-06-22,160,7,18
INV00071632,R010,M0079,2026-06-22,187,106,95
INV00071633,R010,M0061,2026-06-22,94,13,1
INV00071634,R010,M0116,2026-06-22,164,22,8
INV00071635,R010,M0003,2026-06-22,80,60,36
INV00071636,R010,M0124,2026-06-22,175,33,51
INV00071637,R010,M0046,2026-06-22,151,8,91
INV00071638,R010,M0043,2026-06-22,172,34,31
INV00071639,R010,M0070,2026-06-22,110,76,26
INV00071640,R010,M0091,2026-06-22,195,9,3
INV00071641,R010,M0027,2026-06-22,122,20,24
INV00071642,R010,M0139,2026-06-22,127,98,27
INV00071643,R010,M0083,2026-06-22,25,3,92
INV00071644,R010,M0097,2026-06-22,187,164,55
INV00071645,R010,M0147,2026-06-22,36,20,36
INV00071646,R010,M0037,2026-06-22,98,17,19
INV00071647,R010,M0082,2026-06-22,146,103,24
INV00071648,R010,M0023,2026-06-22,63,5,18
INV00071649,R010,M0144,2026-06-22,135,109,86
INV00071650,R010,M0068,2026-06-22,72,6,63
INV00071651,R010,M0115,2026-06-22,65,30,30
INV00071652,R010,M0012,2026-06-22,92,4,64
INV00071653,R010,M0066,2026-06-22,180,97,72
INV00071654,R010,M0086,2026-06-22,136,45,25
INV00071655,R010,M0007,2026-06-22,52,35,99
INV00071656,R010,M0028,2026-06-22,145,54,96
INV00071657,R010,M0077,2026-06-22,24,22,1
INV00071658,R010,M0140,2026-06-22,118,13,5
INV00071659,R010,M0127,2026-06-22,88,34,36
INV00071660,R010,M0042,2026-06-22,138,32,84
INV00071661,R010,M0005,2026-06-22,29,24,35
INV00071662,R010,M0136,2026-06-22,32,21,98
INV00071663,R010,M0033,2026-06-22,152,74,38
INV00071664,R010,M0128,2026-06-22,67,3,75
INV00071665,R010,M0133,2026-06-22,50,16,0
INV00071666,R010,M0069,2026-06-22,125,27,55
INV00071667,R010,M0011,2026-06-22,51,19,62
INV00071668,R010,M0096,2026-06-22,98,30,36
INV00071669,R010,M0110,2026-06-22,76,0,6
INV00071670,R010,M0001,2026-06-22,109,27,35
INV00071671,R010,M0120,2026-06-22,91,52,63
INV00071672,R010,M0112,2026-06-22,166,78,88
INV00071673,R010,M0065,2026-06-22,185,52,97
INV00071674,R010,M0045,2026-06-22,125,15,75
INV00071675,R010,M0087,2026-06-22,134,125,30
INV00071676,R010,M0029,2026-06-22,30,13,39
INV00071677,R010,M0041,2026-06-22,198,0,37
INV00071678,R010,M0113,2026-06-22,96,8,93
INV00071679,R010,M0026,2026-06-22,186,110,89
INV00071680,R010,M0024,2026-06-22,110,93,77
INV00071681,R010,M0106,2026-05-17,20,13,57
INV00071682,R010,M0109,2026-05-17,186,29,57
INV00071683,R010,M0142,2026-05-17,36,22,26
INV00071684,R010,M0056,2026-05-17,26,10,73
INV00071685,R010,M0095,2026-05-17,181,49,44
INV00071686,R010,M0030,2026-05-17,133,34,41
INV00071687,R010,M0102,2026-05-17,56,23,83
INV00071688,R010,M0052,2026-05-17,122,4,34
INV00071689,R010,M0101,2026-05-17,96,45,97
INV00071690,R010,M0143,2026-05-17,179,104,14
INV00071691,R010,M0020,2026-05-17,166,67,80
INV00071692,R010,M0085,2026-05-17,33,8,23
INV00071693,R010,M0016,2026-05-17,43,5,35
INV00071694,R010,M0067,2026-05-17,151,59,73
INV00071695,R010,M0025,2026-05-17,156,23,60
INV00071696,R010,M0031,2026-05-17,167,34,35
INV00071697,R010,M0129,2026-05-17,65,45,87
INV00071698,R010,M0148,2026-05-17,39,27,92
INV00071699,R010,M0099,2026-05-17,107,88,53
INV00071700,R010,M0017,2026-05-17,199,122,58
INV00071701,R010,M0076,2026-05-17,56,36,41
INV00071702,R010,M0019,2026-05-17,129,120,52
INV00071703,R010,M0013,2026-05-17,76,52,59
INV00071704,R010,M0010,2026-05-17,123,76,88
INV00071705,R010,M0032,2026-05-17,191,24,88
INV00071706,R010,M0152,2026-05-17,80,67,46
INV00071707,R010,M0098,2026-05-17,190,100,43
INV00071708,R010,M0057,2026-05-17,88,86,9
INV00071709,R010,M0132,2026-05-17,21,20,29
INV00071710,R010,M0105,2026-05-17,172,73,22
INV00071711,R010,M0137,2026-05-17,168,34,49
INV00071712,R010,M0079,2026-05-17,85,83,8
INV00071713,R010,M0061,2026-05-17,94,12,69
INV00071714,R010,M0116,2026-05-17,129,27,85
INV00071715,R010,M0003,2026-05-17,99,81,39
INV00071716,R010,M0124,2026-05-17,59,40,40
INV00071717,R010,M0046,2026-05-17,47,10,78
INV00071718,R010,M0043,2026-05-17,146,48,75
INV00071719,R010,M0070,2026-05-17,135,75,87
INV00071720,R010,M0091,2026-05-17,79,5,67
INV00071721,R010,M0027,2026-05-17,80,11,59
INV00071722,R010,M0139,2026-05-17,182,159,77
INV00071723,R010,M0083,2026-05-17,22,21,48
INV00071724,R010,M0097,2026-05-17,172,108,39
INV00071725,R010,M0147,2026-05-17,51,50,80
INV00071726,R010,M0037,2026-05-17,172,25,69
INV00071727,R010,M0082,2026-05-17,191,70,76
INV00071728,R010,M0023,2026-05-17,164,131,11
INV00071729,R010,M0144,2026-05-17,73,64,67
INV00071730,R010,M0068,2026-05-17,82,71,78
INV00071731,R010,M0115,2026-05-17,59,36,40
INV00071732,R010,M0012,2026-05-17,37,20,91
INV00071733,R010,M0066,2026-05-17,155,144,55
INV00071734,R010,M0086,2026-05-17,52,9,33
INV00071735,R010,M0007,2026-05-17,121,19,18
INV00071736,R010,M0028,2026-05-17,99,24,79
INV00071737,R010,M0077,2026-05-17,143,41,10
INV00071738,R010,M0140,2026-05-17,169,59,44
INV00071739,R010,M0127,2026-05-17,93,24,11
INV00071740,R010,M0042,2026-05-17,51,30,24
INV00071741,R010,M0005,2026-05-17,43,21,29
INV00071742,R010,M0136,2026-05-17,187,79,29
INV00071743,R010,M0033,2026-05-17,192,16,0
INV00071744,R010,M0128,2026-05-17,52,10,94
INV00071745,R010,M0133,2026-05-17,149,103,65
INV00071746,R010,M0069,2026-05-17,140,62,74
INV00071747,R010,M0011,2026-05-17,187,81,67
INV00071748,R010,M0096,2026-05-17,48,29,4
INV00071749,R010,M0110,2026-05-17,151,82,48
INV00071750,R010,M0001,2026-05-17,22,21,31
INV00071751,R010,M0120,2026-05-17,64,18,41
INV00071752,R010,M0112,2026-05-17,27,9,40
INV00071753,R010,M0065,2026-05-17,37,11,77
INV00071754,R010,M0045,2026-05-17,172,63,89
INV00071755,R010,M0087,2026-05-17,77,70,77
INV00071756,R010,M0029,2026-05-17,100,37,55
INV00071757,R010,M0041,2026-05-17,134,74,3
INV00071758,R010,M0113,2026-05-17,130,25,83
INV00071759,R010,M0026,2026-05-17,132,41,96
INV00071760,R010,M0024,2026-05-17,62,18,85
INV00071761,R010,M0106,2026-01-31,168,143,53
INV00071762,R010,M0109,2026-01-31,96,64,90
INV00071763,R010,M0142,2026-01-31,174,74,72
INV00071764,R010,M0056,2026-01-31,148,44,1
INV00071765,R010,M0095,2026-01-31,124,4,19
INV00071766,R010,M0030,2026-01-31,104,43,25
INV00071767,R010,M0102,2026-01-31,157,140,59
INV00071768,R010,M0052,2026-01-31,162,44,37
INV00071769,R010,M0101,2026-01-31,164,144,46
INV00071770,R010,M0143,2026-01-31,136,72,12
INV00071771,R010,M0020,2026-01-31,102,8,78
INV00071772,R010,M0085,2026-01-31,119,86,14
INV00071773,R010,M0016,2026-01-31,97,88,41
INV00071774,R010,M0067,2026-01-31,22,21,32
INV00071775,R010,M0025,2026-01-31,186,28,3
INV00071776,R010,M0031,2026-01-31,130,16,61
INV00071777,R010,M0129,2026-01-31,47,11,56
INV00071778,R010,M0148,2026-01-31,77,9,41
INV00071779,R010,M0099,2026-01-31,171,73,97
INV00071780,R010,M0017,2026-01-31,158,73,33
INV00071781,R010,M0076,2026-01-31,64,17,57
INV00071782,R010,M0019,2026-01-31,113,25,3
INV00071783,R010,M0013,2026-01-31,68,64,98
INV00071784,R010,M0010,2026-01-31,22,13,61
INV00071785,R010,M0032,2026-01-31,198,22,68
INV00071786,R010,M0152,2026-01-31,36,27,84
INV00071787,R010,M0098,2026-01-31,190,165,13
INV00071788,R010,M0057,2026-01-31,170,78,13
INV00071789,R010,M0132,2026-01-31,136,49,10
INV00071790,R010,M0105,2026-01-31,98,27,69
INV00071791,R010,M0137,2026-01-31,91,33,2
INV00071792,R010,M0079,2026-01-31,148,144,61
INV00071793,R010,M0061,2026-01-31,134,8,22
INV00071794,R010,M0116,2026-01-31,167,91,26
INV00071795,R010,M0003,2026-01-31,69,29,47
INV00071796,R010,M0124,2026-01-31,51,29,61
INV00071797,R010,M0046,2026-01-31,50,16,56
INV00071798,R010,M0043,2026-01-31,111,63,38
INV00071799,R010,M0070,2026-01-31,183,75,30
INV00071800,R010,M0091,2026-01-31,162,2,10
INV00071801,R010,M0027,2026-01-31,104,64,34
INV00071802,R010,M0139,2026-01-31,62,23,1
INV00071803,R010,M0083,2026-01-31,171,28,32
INV00071804,R010,M0097,2026-01-31,30,28,19
INV00071805,R010,M0147,2026-01-31,35,0,9
INV00071806,R010,M0037,2026-01-31,126,100,16
INV00071807,R010,M0082,2026-01-31,87,71,21
INV00071808,R010,M0023,2026-01-31,61,14,66
INV00071809,R010,M0144,2026-01-31,27,1,44
INV00071810,R010,M0068,2026-01-31,59,45,98
INV00071811,R010,M0115,2026-01-31,177,159,45
INV00071812,R010,M0012,2026-01-31,156,102,86
INV00071813,R010,M0066,2026-01-31,138,29,91
INV00071814,R010,M0086,2026-01-31,158,137,30
INV00071815,R010,M0007,2026-01-31,141,86,2
INV00071816,R010,M0028,2026-01-31,117,75,34
INV00071817,R010,M0077,2026-01-31,181,109,67
INV00071818,R010,M0140,2026-01-31,155,66,96
INV00071819,R010,M0127,2026-01-31,158,62,97
INV00071820,R010,M0042,2026-01-31,127,95,85
INV00071821,R010,M0005,2026-01-31,32,22,4
INV00071822,R010,M0136,2026-01-31,27,5,62
INV00071823,R010,M0033,2026-01-31,23,17,50
INV00071824,R010,M0128,2026-01-31,172,42,97
INV00071825,R010,M0133,2026-01-31,125,43,49
INV00071826,R010,M0069,2026-01-31,48,13,92
INV00071827,R010,M0011,2026-01-31,90,21,67
INV00071828,R010,M0096,2026-01-31,70,46,61
INV00071829,R010,M0110,2026-01-31,179,121,12
INV00071830,R010,M0001,2026-01-31,47,0,90
INV00071831,R010,M0120,2026-01-31,113,32,27
INV00071832,R010,M0112,2026-01-31,128,61,76
INV00071833,R010,M0065,2026-01-31,106,77,26
INV00071834,R010,M0045,2026-01-31,146,115,73
INV00071835,R010,M0087,2026-01-31,62,8,68
INV00071836,R010,M0029,2026-01-31,187,150,60
INV00071837,R010,M0041,2026-01-31,101,5,89
INV00071838,R010,M0113,2026-01-31,99,0,86
INV00071839,R010,M0026,2026-01-31,172,94,59
INV00071840,R010,M0024,2026-01-31,168,94,5
INV00071841,R010,M0106,2026-03-08,156,69,48
INV00071842,R010,M0109,2026-03-08,70,13,68
INV00071843,R010,M0142,2026-03-08,117,54,80
INV00071844,R010,M0056,2026-03-08,111,91,96
INV00071845,R010,M0095,2026-03-08,166,103,19
INV00071846,R010,M0030,2026-03-08,56,34,1
INV00071847,R010,M0102,2026-03-08,38,32,28
INV00071848,R010,M0052,2026-03-08,45,39,98
INV00071849,R010,M0101,2026-03-08,87,62,60
INV00071850,R010,M0143,2026-03-08,148,4,26
INV00071851,R010,M0020,2026-03-08,49,33,96
INV00071852,R010,M0085,2026-03-08,124,10,60
INV00071853,R010,M0016,2026-03-08,130,121,86
INV00071854,R010,M0067,2026-03-08,41,4,98
INV00071855,R010,M0025,2026-03-08,87,17,65
INV00071856,R010,M0031,2026-03-08,103,91,27
INV00071857,R010,M0129,2026-03-08,128,18,61
INV00071858,R010,M0148,2026-03-08,143,33,61
INV00071859,R010,M0099,2026-03-08,120,72,93
INV00071860,R010,M0017,2026-03-08,172,63,56
INV00071861,R010,M0076,2026-03-08,181,67,13
INV00071862,R010,M0019,2026-03-08,157,7,41
INV00071863,R010,M0013,2026-03-08,153,121,46
INV00071864,R010,M0010,2026-03-08,140,135,62
INV00071865,R010,M0032,2026-03-08,162,4,4
INV00071866,R010,M0152,2026-03-08,100,66,84
INV00071867,R010,M0098,2026-03-08,23,21,37
INV00071868,R010,M0057,2026-03-08,178,56,38
INV00071869,R010,M0132,2026-03-08,113,20,75
INV00071870,R010,M0105,2026-03-08,73,55,21
INV00071871,R010,M0137,2026-03-08,188,33,0
INV00071872,R010,M0079,2026-03-08,51,4,68
INV00071873,R010,M0061,2026-03-08,163,95,58
INV00071874,R010,M0116,2026-03-08,47,45,20
INV00071875,R010,M0003,2026-03-08,116,115,32
INV00071876,R010,M0124,2026-03-08,133,65,71
INV00071877,R010,M0046,2026-03-08,23,2,25
INV00071878,R010,M0043,2026-03-08,170,76,9
INV00071879,R010,M0070,2026-03-08,23,22,58
INV00071880,R010,M0091,2026-03-08,20,17,25
INV00071881,R010,M0027,2026-03-08,106,93,61
INV00071882,R010,M0139,2026-03-08,194,150,57
INV00071883,R010,M0083,2026-03-08,97,38,29
INV00071884,R010,M0097,2026-03-08,136,123,72
INV00071885,R010,M0147,2026-03-08,199,17,13
INV00071886,R010,M0037,2026-03-08,181,87,85
INV00071887,R010,M0082,2026-03-08,103,79,61
