wastage_id,restaurant_id,item_id,date,wasted_qty,wastage_cost,reason
WST0002134,R020,M0022,2026-03-03,8.6,76.37,Customer Return
WST0002135,R004,M0102,2026-02-17,10.6,92.75,Customer Return
WST0002136,R001,M0071,2026-02-23,1.6,18.96,Expired Ingredients
WST0002137,R009,M0102,2025-11-01,7.6,66.5,Customer Return
WST0002138,R007,M0099,2026-05-30,0.8,3.29,Overproduction
WST0002139,R001,M0094,2026-02-11,6.6,48.77,Overproduction
WST0002140,R002,M0053,2026-09-19,4.1,25.34,Spoilage
WST0002141,R005,M0053,2025-10-05,8.0,49.44,Quality Rejection
WST0002142,R015,M0132,2026-04-28,12.4,37.7,Expired Ingredients
WST0002143,R019,M0152,2026-01-11,8.9,41.3,Spoilage
WST0002144,R002,M0030,2025-12-11,3.7,25.01,Spoilage
WST0002145,R009,M0048,2026-06-22,10.7,35.31,Overproduction
WST0002146,R002,M0074,2025-10-30,4.0,49.2,Customer Return
WST0002147,R018,M0102,2025-11-27,12.9,112.88,Spoilage
WST0002148,R003,M0052,2026-01-13,4.7,34.92,Preparation Waste
WST0002149,R004,M0031,2026-01-28,1.7,10.01,Overproduction
WST0002150,R008,M0016,2026-07-29,9.4,27.45,Preparation Waste
WST0002151,R013,M0060,2025-08-11,7.1,91.73,Quality Rejection
WST0002152,R007,M0081,2026-01-11,13.9,61.72,Overproduction
WST0002153,R019,M0016,2026-08-30,3.4,9.93,Preparation Waste
WST0002154,R020,M0082,2026-06-08,10.4,69.58,Spoilage
WST0002155,R018,M0102,2026-02-06,7.6,66.5,Spoilage
WST0002156,R018,M0157,2026-04-03,9.8,33.61,Expired Ingredients
WST0002157,R009,M0022,2026-03-26,14.6,129.65,Customer Return
WST0002158,R005,M0060,2026-01-23,3.8,49.1,Overproduction
WST0002159,R020,M0022,2026-06-24,13.7,121.66,Spoilage
WST0002160,R013,M0083,2026-02-27,3.4,42.67,Spoilage
WST0002161,R019,M0030,2026-03-30,1.8,12.17,Customer Return
WST0002162,R001,M0081,2026-03-30,7.2,31.97,Preparation Waste
WST0002163,R016,M0040,2026-03-19,2.2,29.85,Spoilage
WST0002164,R005,M0132,2025-10-16,4.0,12.16,Expired Ingredients
WST0002165,R002,M0157,2026-01-02,3.6,12.35,Quality Rejection
WST0002166,R002,M0127,2026-07-26,200.0,51.16,Spoilage
WST0002167,R006,M0059,2026-09-20,8.9,123.18,Quality Rejection
WST0002168,R014,M0059,2025-08-28,14.6,202.06,Spoilage
WST0002169,R017,M0094,2026-07-02,8.9,65.77,Customer Return
WST0002170,R009,M0138,2026-08-29,4.7,35.86,Customer Return
WST0002171,R012,M0060,2026-01-29,7.6,98.19,Customer Return
WST0002172,R009,M0142,2025-10-10,11.9,145.3,Overproduction
WST0002173,R004,M0052,2025-10-05,9.2,68.36,Overproduction
WST0002174,R005,M0135,2026-06-13,1.7,13.96,Quality Rejection
WST0002175,R020,M0137,2026-04-07,9.0,50.67,Overproduction
WST0002176,R005,M0137,2025-08-14,4.5,25.34,Customer Return
WST0002177,R020,M0053,2026-04-30,11.6,71.69,Overproduction
WST0002178,R015,M0094,2026-09-02,5.5,40.64,Overproduction
WST0002179,R008,M0103,2026-07-19,140.0,11.48,Overproduction
WST0002180,R001,M0053,2026-06-28,11.1,68.6,Quality Rejection
WST0002181,R004,M0127,2026-05-07,8.8,112.55,Quality Rejection
WST0002182,R008,M0073,2025-11-21,4.7,45.17,Spoilage
WST0002183,R004,M0033,2025-09-16,2.9,36.51,Spoilage
WST0002184,R012,M0130,2026-03-09,12.7,152.91,Spoilage
WST0002185,R015,M0094,2026-01-01,13.6,100.5,Overproduction
WST0002186,R003,M0052,2026-07-12,10.3,76.53,Expired Ingredients
WST0002187,R020,M0095,2026-09-06,6.4,27.39,Quality Rejection
WST0002188,R002,M0148,2026-02-13,8.6,49.88,Expired Ingredients
WST0002189,R016,M0082,2026-02-18,5.4,36.13,Customer Return
WST0002190,R009,M0059,2025-10-09,10.2,141.17,Quality Rejection
WST0002191,R015,M0003,2025-08-25,2.1,19.7,Overproduction
WST0002192,R009,M0132,2026-01-19,4.5,13.68,Customer Return
WST0002193,R001,M0020,2026-01-18,3.8,19.38,Overproduction
WST0002194,R020,M0053,2026-04-12,12.4,76.63,Customer Return
WST0002195,R018,M0001,2026-08-26,4.6,17.94,Expired Ingredients
WST0002196,R002,M0073,2026-07-07,2.7,25.95,Customer Return
WST0002197,R004,M0052,2026-06-04,14.5,107.74,Customer Return
WST0002198,R003,M0053,2026-08-28,14.5,89.61,Expired Ingredients
WST0002199,R008,M0009,2026-01-23,5.5,46.8,Customer Return
WST0002200,R007,M0095,2026-01-10,4.4,18.83,Spoilage
WST0002201,R010,M0027,2025-10-05,4.3,15.39,Customer Return
WST0002202,R005,M0127,2025-12-14,5.9,75.46,Quality Rejection
WST0002203,R013,M0062,2025-10-17,6.8,84.93,Overproduction
WST0002204,R002,M0077,2025-09-16,4.8,33.89,Preparation Waste
WST0002205,R001,M0081,2025-12-19,11.7,51.95,Customer Return
WST0002206,R005,M0044,2026-08-31,0.8,6.35,Expired Ingredients
WST0002207,R008,M0053,2026-01-04,12.8,79.1,Expired Ingredients
WST0002208,R004,M0148,2026-04-12,3.5,20.3,Preparation Waste
WST0002209,R011,M0143,2025-11-03,3.3,11.15,Customer Return
WST0002210,R009,M0152,2025-09-13,7.0,32.48,Expired Ingredients
WST0002211,R015,M0045,2026-07-29,3.6,24.52,Spoilage
WST0002212,R007,M0134,2026-04-17,13.8,183.13,Overproduction
WST0002213,R014,M0152,2026-08-31,11.0,51.04,Expired Ingredients
WST0002214,R003,M0044,2026-07-06,1.2,9.53,Customer Return
WST0002215,R011,M0127,2025-08-18,10.9,139.41,Overproduction
WST0002216,R020,M0059,2026-04-27,3.4,47.06,Expired Ingredients
WST0002217,R017,M0140,2025-10-27,2.6,7.67,Overproduction
WST0002218,R006,M0069,2025-10-08,2.0,13.66,Spoilage
WST0002219,R020,M0129,2026-01-18,4.1,11.11,Preparation Waste
WST0002220,R010,M0035,2026-01-09,3.8,40.17,Expired Ingredients
WST0002221,R007,M0128,2026-06-23,3.9,21.33,Overproduction
WST0002222,R004,M0139,2025-11-29,2.3,24.06,Overproduction
WST0002223,R010,M0133,2026-02-08,2.6,15.13,Overproduction
WST0002224,R012,M0102,2025-10-09,8.7,76.12,Expired Ingredients
WST0002225,R003,M0143,2026-07-03,2.3,7.77,Overproduction
WST0002226,R005,M0149,2026-08-07,1.2,8.3,Customer Return
WST0002227,R005,M0082,2026-06-24,9.9,66.23,Spoilage
WST0002228,R017,M0150,2025-11-28,1.0,12.61,Spoilage
WST0002229,R004,M0098,2025-08-13,6.3,68.67,Expired Ingredients
WST0002230,R005,M0104,2026-08-19,9.5,57.76,Quality Rejection
WST0002231,R006,M0011,2026-01-25,2.0,11.66,Quality Rejection
WST0002232,R007,M0052,2026-07-20,9.0,66.87,Quality Rejection
WST0002233,R002,M0132,2025-10-09,11.1,33.74,Overproduction
WST0002234,R010,M0148,2026-09-02,7.7,44.66,Preparation Waste
WST0002235,R004,M0137,2026-08-28,13.1,73.75,Preparation Waste
WST0002236,R007,M0142,2026-04-23,14.4,175.82,Quality Rejection
WST0002237,R015,M0099,2026-08-29,4.5,18.5,Preparation Waste
WST0002238,R012,M0152,2025-08-24,12.3,57.07,Overproduction
WST0002239,R007,M0083,2026-06-28,0.8,10.04,Expired Ingredients
WST0002240,R012,M0107,2026-07-01,2.9,15.66,Spoilage
WST0002241,R005,M0111,2026-06-28,4.6,63.62,Customer Return
WST0002242,R011,M0041,2026-02-08,2.6,22.93,Spoilage
WST0002243,R009,M0075,2026-03-10,3.6,40.25,Preparation Waste
WST0002244,R005,M0060,2025-12-24,14.8,191.22,Quality Rejection
WST0002245,R009,M0055,2025-10-30,4.4,45.01,Expired Ingredients
WST0002246,R003,M0045,2026-05-09,0.6,4.09,Quality Rejection
WST0002247,R013,M0053,2025-09-07,9.8,60.56,Quality Rejection
WST0002248,R007,M0003,2025-11-02,3.5,32.83,Spoilage
WST0002249,R013,M0063,2025-11-03,2.4,20.57,Preparation Waste
WST0002250,R013,M0009,2026-01-01,5.6,47.66,Quality Rejection
WST0002251,R020,M0081,2025-08-04,5.7,25.31,Spoilage
WST0002252,R019,M0004,2025-12-17,1.5,8.43,Overproduction
WST0002253,R007,M0081,2025-12-25,14.2,63.05,Quality Rejection
WST0002254,R013,M0053,2026-09-24,11.2,69.22,Preparation Waste
WST0002255,R017,M0148,2026-09-14,7.3,42.34,Expired Ingredients
WST0002256,R014,M0038,2026-04-13,0.8,2.78,Customer Return
WST0002257,R003,M0052,2026-04-04,14.3,106.25,Preparation Waste
WST0002258,R018,M0152,2025-12-02,11.6,53.82,Expired Ingredients
WST0002259,R001,M0102,2026-03-17,11.0,96.25,Customer Return
WST0002260,R007,M0009,2025-12-13,10.5,89.36,Expired Ingredients
WST0002261,R009,M0077,2025-12-24,2.1,14.83,Preparation Waste
WST0002262,R007,M0104,2026-02-12,3.5,21.28,Quality Rejection
WST0002263,R013,M0041,2026-06-22,4.2,37.04,Spoilage
WST0002264,R013,M0052,2026-01-19,4.2,31.21,Customer Return
WST0002265,R006,M0090,2026-09-12,2.5,13.08,Preparation Waste
WST0002266,R013,M0127,2025-10-22,4.9,62.67,Spoilage
WST0002267,R016,M0153,2026-01-25,1.6,22.3,Expired Ingredients
WST0002268,R019,M0094,2026-02-04,9.8,72.42,Overproduction
WST0002269,R012,M0104,2026-03-10,14.1,85.73,Customer Return
WST0002270,R008,M0074,2025-09-23,0.9,11.07,Overproduction
WST0002271,R007,M0007,2025-08-01,2.3,14.51,Customer Return
WST0002272,R010,M0152,2026-07-14,6.0,27.84,Overproduction
WST0002273,R007,M0133,2025-09-16,1.2,6.98,Expired Ingredients
WST0002274,R002,M0052,2025-11-20,10.5,78.02,Spoilage
WST0002275,R010,M0132,2026-06-27,8.8,26.75,Quality Rejection
WST0002276,R006,M0130,2025-11-17,3.4,40.94,Quality Rejection
WST0002277,R001,M0155,2025-11-02,3.1,17.2,Spoilage
WST0002278,R019,M0077,2026-08-16,1.7,12.0,Customer Return
WST0002279,R020,M0080,2026-08-25,3.1,20.09,Quality Rejection
WST0002280,R001,M0085,2026-05-24,3.2,9.34,Overproduction
WST0002281,R017,M0095,2026-07-24,9.3,39.8,Spoilage
WST0002282,R008,M0137,2026-01-17,9.7,54.61,Overproduction
WST0002283,R020,M0098,2025-08-05,6.7,73.03,Spoilage
WST0002284,R006,M0009,2026-04-09,15.0,127.65,Customer Return
WST0002285,R001,M0052,2025-12-21,11.9,88.42,Spoilage
WST0002286,R017,M0092,2025-09-09,2.9,20.53,Expired Ingredients
WST0002287,R003,M0070,2026-08-08,1.9,23.14,Preparation Waste
WST0002288,R017,M0098,2025-09-26,11.9,129.71,Overproduction
WST0002289,R015,M0040,2026-03-23,3.6,48.85,Preparation Waste
WST0002290,R005,M0086,2026-07-27,1.3,9.94,Customer Return
WST0002291,R020,M0082,2026-04-03,3.1,20.74,Preparation Waste
WST0002292,R012,M0091,2026-06-15,3.6,16.16,Spoilage
WST0002293,R008,M0152,2026-05-12,3.0,13.92,Spoilage
WST0002294,R006,M0081,2025-10-23,7.7,34.19,Preparation Waste
WST0002295,R009,M0137,2025-12-19,4.7,26.46,Expired Ingredients
WST0002296,R007,M0082,2025-11-22,11.9,79.61,Spoilage
WST0002297,R017,M0016,2026-02-04,11.4,33.29,Preparation Waste
WST0002298,R013,M0157,2026-01-26,14.4,49.39,Quality Rejection
WST0002299,R006,M0081,2025-09-11,13.8,61.27,Customer Return
WST0002300,R019,M0102,2026-01-04,6.4,56.0,Customer Return
WST0002301,R016,M0048,2026-01-21,395.0,26.07,Quality Rejection
WST0002302,R009,M0049,2025-10-11,1.3,15.89,Spoilage
WST0002303,R020,M0132,2026-01-15,14.1,42.86,Expired Ingredients
WST0002304,R011,M0127,2026-08-13,9.0,115.11,Quality Rejection
WST0002305,R009,M0127,2026-06-01,4.4,56.28,Overproduction
WST0002306,R011,M0095,2026-04-20,6.2,26.54,Quality Rejection
WST0002307,R019,M0095,2026-07-25,14.1,60.35,Spoilage
WST0002308,R007,M0009,2026-07-22,5.1,43.4,Preparation Waste
WST0002309,R014,M0048,2026-01-05,7.4,24.42,Overproduction
WST0002310,R004,M0121,2026-03-13,6.6,34.06,Overproduction
WST0002311,R018,M0130,2025-09-29,14.8,178.19,Customer Return
WST0002312,R013,M0143,2025-12-20,4.8,16.22,Spoilage
WST0002313,R015,M0009,2025-08-30,14.5,123.4,Spoilage
WST0002314,R019,M0121,2026-07-09,9.2,47.47,Spoilage
WST0002315,R020,M0013,2026-04-25,3.5,17.92,Preparation Waste
WST0002316,R001,M0043,2026-02-08,4.7,14.24,Preparation Waste
WST0002317,R003,M0158,2025-10-12,1.9,16.66,Quality Rejection
WST0002318,R011,M0130,2025-08-07,6.5,78.26,Customer Return
WST0002319,R003,M0070,2026-01-05,4.3,52.37,Customer Return
WST0002320,R007,M0104,2025-12-15,7.0,42.56,Quality Rejection
WST0002321,R003,M0138,2026-04-15,3.1,23.65,Spoilage
WST0002322,R013,M0082,2025-10-26,13.8,92.32,Expired Ingredients
WST0002323,R016,M0157,2025-09-01,7.6,26.07,Preparation Waste
WST0002324,R018,M0022,2026-01-08,10.5,93.24,Spoilage
WST0002325,R003,M0134,2025-12-30,4.4,58.39,Preparation Waste
WST0002326,R020,M0069,2026-08-13,3.0,20.49,Spoilage
WST0002327,R003,M0130,2026-06-03,9.9,119.2,Customer Return
WST0002328,R003,M0148,2026-07-19,12.4,71.92,Preparation Waste
WST0002329,R007,M0038,2025-08-17,4.5,15.66,Expired Ingredients
WST0002330,R018,M0016,2025-09-17,14.3,41.76,Overproduction
WST0002331,R004,M0081,2025-10-10,12.1,53.72,Customer Return
WST0002332,R003,M0068,2026-08-18,2.7,29.3,Expired Ingredients
WST0002333,R012,M0111,2026-06-15,3.5,48.4,Spoilage
WST0002334,R015,M0152,2026-08-12,11.5,53.36,Expired Ingredients
WST0002335,R007,M0148,2025-11-01,8.8,51.04,Spoilage
WST0002336,R007,M0155,2026-01-03,3.9,21.64,Expired Ingredients
WST0002337,R019,M0121,2026-02-01,7.2,37.15,Preparation Waste
WST0002338,R017,M0082,2026-03-22,7.0,46.83,Spoilage
WST0002339,R013,M0009,2026-02-05,11.8,100.42,Expired Ingredients
WST0002340,R014,M0157,2026-01-11,13.9,47.68,Preparation Waste
WST0002341,R006,M0132,2026-08-25,12.5,38.0,Preparation Waste
WST0002342,R017,M0144,2026-01-31,2.7,31.29,Expired Ingredients
WST0002343,R007,M0045,2026-09-22,4.3,29.28,Quality Rejection
WST0002344,R012,M0022,2026-04-29,14.5,128.76,Quality Rejection
WST0002345,R009,M0134,2026-06-29,14.5,192.42,Quality Rejection
WST0002346,R006,M0075,2025-08-20,4.6,51.43,Spoilage
WST0002347,R003,M0121,2025-12-06,13.2,68.11,Quality Rejection
WST0002348,R008,M0094,2025-10-27,5.4,39.91,Expired Ingredients
WST0002349,R012,M0022,2026-07-25,10.8,95.9,Quality Rejection
WST0002350,R014,M0056,2026-01-31,2.6,22.93,Overproduction
WST0002351,R004,M0094,2026-05-06,5.5,40.64,Customer Return
WST0002352,R004,M0014,2026-03-15,5.0,25.25,Overproduction
WST0002353,R004,M0127,2025-10-09,5.1,65.23,Quality Rejection
WST0002354,R015,M0001,2026-01-09,1.5,5.85,Quality Rejection
WST0002355,R007,M0052,2026-02-20,10.3,76.53,Expired Ingredients
WST0002356,R020,M0152,2025-12-20,6.3,29.23,Preparation Waste
WST0002357,R016,M0142,2025-09-30,4.9,59.83,Expired Ingredients
WST0002358,R009,M0142,2025-11-24,6.0,73.26,Expired Ingredients
WST0002359,R011,M0154,2025-12-22,0.5,2.54,Customer Return
WST0002360,R006,M0043,2026-08-10,3.4,10.3,Quality Rejection
WST0002361,R015,M0060,2026-07-31,10.2,131.78,Customer Return
WST0002362,R016,M0123,2026-05-13,0.8,8.14,Customer Return
WST0002363,R018,M0090,2026-05-04,2.5,13.08,Customer Return
WST0002364,R016,M0102,2025-08-11,11.3,98.88,Expired Ingredients
WST0002365,R005,M0142,2026-01-01,7.6,92.8,Customer Return
WST0002366,R012,M0053,2025-11-24,4.4,27.19,Expired Ingredients
WST0002367,R018,M0082,2026-08-16,9.6,64.22,Customer Return
WST0002368,R014,M0081,2026-07-22,9.8,43.51,Quality Rejection
WST0002369,R001,M0112,2026-04-12,0.8,5.67,Expired Ingredients
WST0002370,R013,M0032,2025-08-26,0.6,6.3,Spoilage
WST0002371,R015,M0129,2025-10-05,2.0,5.42,Preparation Waste
WST0002372,R015,M0134,2025-08-16,4.9,65.02,Overproduction
WST0002373,R006,M0048,2026-06-28,5.0,16.5,Quality Rejection
WST0002374,R013,M0016,2025-12-09,9.1,26.57,Spoilage
WST0002375,R017,M0094,2026-04-18,12.4,91.64,Quality Rejection
WST0002376,R010,M0155,2026-02-26,3.6,19.98,Spoilage
WST0002377,R019,M0086,2026-06-01,2.5,19.12,Overproduction
WST0002378,R002,M0001,2025-10-08,4.9,19.11,Expired Ingredients
WST0002379,R009,M0092,2025-08-22,3.0,21.24,Spoilage
WST0002380,R018,M0008,2025-10-02,2.2,17.45,Overproduction
WST0002381,R002,M0127,2026-04-14,5.9,75.46,Customer Return
WST0002382,R004,M0053,2026-02-18,14.3,88.37,Overproduction
WST0002383,R005,M0052,2026-04-21,4.1,30.46,Preparation Waste
WST0002384,R001,M0038,2026-04-07,3.4,11.83,Preparation Waste
WST0002385,R005,M0142,2026-02-08,10.7,130.65,Spoilage
WST0002386,R004,M0037,2026-02-07,3.0,35.88,Spoilage
WST0002387,R018,M0152,2026-03-13,9.6,44.54,Overproduction
WST0002388,R005,M0095,2025-08-02,11.4,48.79,Overproduction
WST0002389,R014,M0053,2026-03-18,8.1,50.06,Preparation Waste
WST0002390,R005,M0142,2025-11-16,9.1,111.11,Customer Return
WST0002391,R002,M0033,2025-08-05,1.0,12.59,Quality Rejection
WST0002392,R004,M0137,2025-12-17,10.3,57.99,Overproduction
WST0002393,R002,M0106,2025-10-14,1.3,5.49,Customer Return
WST0002394,R004,M0062,2025-08-19,3.3,41.22,Quality Rejection
WST0002395,R007,M0064,2026-02-02,1.3,13.65,Quality Rejection
WST0002396,R014,M0032,2026-08-29,3.3,34.65,Customer Return
WST0002397,R011,M0156,2026-06-25,2.5,22.08,Customer Return
WST0002398,R020,M0064,2025-12-19,2.3,24.15,Overproduction
WST0002399,R020,M0151,2026-02-12,4.4,58.7,Expired Ingredients
WST0002400,R012,M0084,2026-05-15,3.9,19.15,Preparation Waste
WST0002401,R005,M0121,2026-07-04,15.0,77.4,Overproduction
WST0002402,R011,M0102,2026-06-13,4.3,37.62,Expired Ingredients
WST0002403,R005,M0142,2026-08-19,7.7,94.02,Expired Ingredients
WST0002404,R012,M0021,2025-09-11,4.0,25.68,Spoilage
WST0002405,R005,M0152,2026-07-19,8.7,40.37,Expired Ingredients
WST0002406,R009,M0123,2026-07-21,3.9,39.7,Expired Ingredients
WST0002407,R002,M0116,2026-02-11,3.5,25.44,Expired Ingredients
WST0002408,R011,M0134,2025-11-18,6.9,91.56,Quality Rejection
WST0002409,R005,M0098,2025-11-22,8.3,90.47,Expired Ingredients
WST0002410,R019,M0024,2026-04-19,2.7,9.37,Preparation Waste
WST0002411,R019,M0132,2026-03-13,3.0,9.12,Expired Ingredients
WST0002412,R005,M0134,2026-08-31,7.0,92.89,Overproduction
WST0002413,R013,M0127,2026-07-23,13.9,177.78,Quality Rejection
WST0002414,R002,M0086,2026-02-05,2.9,22.18,Quality Rejection
WST0002415,R010,M0081,2026-04-16,13.5,59.94,Spoilage
WST0002416,R012,M0026,2026-02-17,4.6,24.06,Overproduction
WST0002417,R001,M0053,2026-03-06,11.6,71.69,Spoilage
WST0002418,R020,M0102,2026-09-05,14.0,122.5,Overproduction
WST0002419,R017,M0142,2026-04-18,11.1,135.53,Quality Rejection
WST0002420,R009,M0099,2025-10-27,3.3,13.56,Preparation Waste
WST0002421,R002,M0094,2025-12-14,7.3,53.95,Customer Return
WST0002422,R007,M0123,2026-05-01,4.0,40.72,Preparation Waste
WST0002423,R011,M0059,2025-09-30,4.5,62.28,Preparation Waste
WST0002424,R013,M0050,2025-09-27,1.1,13.85,Expired Ingredients
WST0002425,R009,M0090,2026-03-27,4.5,23.54,Customer Return
WST0002426,R013,M0060,2026-09-13,5.1,65.89,Preparation Waste
WST0002427,R001,M0059,2025-10-19,3.8,52.59,Preparation Waste
WST0002428,R005,M0082,2026-01-17,5.9,39.47,Quality Rejection
WST0002429,R015,M0009,2025-10-25,13.2,112.33,Overproduction
WST0002430,R007,M0081,2025-09-16,4.8,21.31,Customer Return
WST0002431,R020,M0049,2025-12-06,2.8,34.22,Expired Ingredients
WST0002432,R009,M0009,2026-09-22,6.6,56.17,Customer Return
WST0002433,R013,M0044,2025-08-15,3.7,29.38,Quality Rejection
WST0002434,R002,M0145,2026-06-08,0.9,11.26,Preparation Waste
WST0002435,R016,M0076,2026-06-28,1.0,9.28,Spoilage
WST0002436,R013,M0137,2026-03-11,6.0,33.78,Quality Rejection
WST0002437,R019,M0148,2025-12-03,7.7,44.66,Customer Return
WST0002438,R006,M0102,2026-02-28,3.5,30.62,Spoilage
WST0002439,R006,M0090,2026-06-16,190.0,19.87,Overproduction
WST0002440,R012,M0109,2025-10-06,5.0,66.1,Expired Ingredients
WST0002441,R001,M0097,2026-07-16,1.4,11.09,Overproduction
WST0002442,R008,M0092,2026-04-19,0.8,5.66,Spoilage
WST0002443,R008,M0142,2026-07-16,9.4,114.77,Quality Rejection
WST0002444,R004,M0052,2025-08-13,13.5,100.3,Spoilage
WST0002445,R014,M0148,2025-10-25,12.7,73.66,Quality Rejection
WST0002446,R004,M0118,2026-04-19,4.8,15.65,Expired Ingredients
WST0002447,R012,M0152,2026-05-18,7.1,32.94,Spoilage
WST0002448,R011,M0096,2026-06-19,2.7,37.48,Overproduction
WST0002449,R004,M0148,2025-09-13,7.6,44.08,Expired Ingredients
WST0002450,R006,M0104,2026-08-03,14.0,85.12,Preparation Waste
WST0002451,R020,M0009,2025-08-05,13.1,111.48,Preparation Waste
WST0002452,R013,M0048,2025-08-28,14.2,46.86,Quality Rejection
WST0002453,R010,M0130,2025-11-16,3.9,46.96,Quality Rejection
WST0002454,R015,M0072,2025-08-27,3.9,20.83,Expired Ingredients
WST0002455,R018,M0157,2026-08-01,7.5,25.72,Spoilage
WST0002456,R008,M0104,2026-07-07,9.1,55.33,Quality Rejection
WST0002457,R012,M0046,2026-08-17,2.9,28.68,Customer Return
WST0002458,R014,M0130,2025-11-03,10.7,128.83,Preparation Waste
WST0002459,R014,M0017,2026-09-11,2.8,11.68,Spoilage
WST0002460,R017,M0059,2025-12-19,6.5,89.96,Quality Rejection
WST0002461,R013,M0009,2026-03-24,13.5,114.88,Overproduction
WST0002462,R010,M0052,2026-01-26,7.8,57.95,Quality Rejection
WST0002463,R018,M0037,2025-10-01,1.4,16.74,Preparation Waste
WST0002464,R017,M0101,2026-05-25,2.4,18.77,Overproduction
WST0002465,R019,M0134,2026-03-08,11.5,152.6,Preparation Waste
WST0002466,R013,M0156,2025-12-17,4.7,41.5,Preparation Waste
WST0002467,R013,M0134,2025-10-14,6.8,90.24,Customer Return
WST0002468,R003,M0027,2025-12-02,3.1,11.1,Quality Rejection
WST0002469,R006,M0059,2026-09-05,8.2,113.49,Customer Return
WST0002470,R011,M0062,2025-09-15,14.1,176.11,Customer Return
WST0002471,R003,M0034,2026-04-19,3.5,41.37,Overproduction
WST0002472,R006,M0147,2025-10-12,1.8,20.41,Spoilage
WST0002473,R010,M0053,2026-06-06,5.9,36.46,Customer Return
WST0002474,R011,M0157,2025-09-11,7.5,25.72,Preparation Waste
WST0002475,R017,M0098,2026-09-21,7.4,80.66,Expired Ingredients
WST0002476,R001,M0098,2025-11-09,4.0,43.6,Quality Rejection
WST0002477,R019,M0033,2026-02-01,2.6,32.73,Customer Return
WST0002478,R017,M0095,2026-06-27,4.8,20.54,Preparation Waste
WST0002479,R015,M0106,2026-06-17,1.6,6.75,Spoilage
WST0002480,R009,M0081,2026-05-31,12.5,55.5,Expired Ingredients
WST0002481,R015,M0140,2026-05-08,4.5,13.28,Customer Return
WST0002482,R016,M0127,2026-05-10,5.7,72.9,Expired Ingredients
WST0002483,R004,M0082,2026-04-09,10.0,66.9,Overproduction
WST0002484,R004,M0062,2025-10-02,5.7,71.19,Customer Return
WST0002485,R008,M0129,2025-11-02,3.9,10.57,Preparation Waste
WST0002486,R020,M0048,2026-03-06,3.4,11.22,Spoilage
WST0002487,R013,M0134,2025-10-27,3.5,46.44,Customer Return
WST0002488,R008,M0138,2025-11-26,3.7,28.23,Quality Rejection
WST0002489,R015,M0016,2026-08-03,14.9,43.51,Spoilage
WST0002490,R008,M0142,2026-07-20,4.9,59.83,Overproduction
WST0002491,R020,M0062,2025-09-18,13.5,168.62,Quality Rejection
WST0002492,R017,M0128,2025-08-10,1.1,6.02,Quality Rejection
WST0002493,R004,M0073,2026-03-31,3.6,34.6,Customer Return
WST0002494,R019,M0130,2026-08-22,13.5,162.54,Overproduction
WST0002495,R020,M0082,2025-12-10,6.8,45.49,Quality Rejection
WST0002496,R009,M0157,2025-11-20,7.6,26.07,Quality Rejection
WST0002497,R018,M0145,2026-06-21,4.2,52.54,Spoilage
WST0002498,R017,M0052,2026-04-09,14.1,104.76,Quality Rejection
WST0002499,R011,M0104,2025-10-27,13.7,83.3,Expired Ingredients
WST0002500,R006,M0134,2026-08-07,13.2,175.16,Spoilage
WST0002501,R004,M0140,2026-07-07,2.3,6.78,Quality Rejection
WST0002502,R006,M0134,2026-09-23,8.2,108.81,Preparation Waste
WST0002503,R006,M0052,2026-05-03,5.7,42.35,Expired Ingredients
WST0002504,R015,M0156,2025-10-18,3.7,32.67,Spoilage
WST0002505,R004,M0103,2025-08-04,3.4,13.94,Spoilage
WST0002506,R002,M0134,2025-11-12,9.9,131.37,Expired Ingredients
WST0002507,R015,M0053,2025-11-14,14.6,90.23,Quality Rejection
WST0002508,R007,M0081,2026-04-19,4.8,21.31,Expired Ingredients
WST0002509,R013,M0069,2026-03-10,3.7,25.27,Preparation Waste
WST0002510,R008,M0082,2025-11-24,5.4,36.13,Overproduction
WST0002511,R019,M0150,2025-09-26,2.3,29.0,Spoilage
WST0002512,R013,M0059,2025-10-14,14.8,204.83,Spoilage
WST0002513,R015,M0099,2025-11-09,1.4,5.75,Quality Rejection
WST0002514,R017,M0022,2026-01-21,7.2,63.94,Customer Return
WST0002515,R011,M0094,2025-11-03,6.0,44.34,Quality Rejection
WST0002516,R012,M0157,2026-05-30,3.4,11.66,Overproduction
WST0002517,R012,M0069,2025-09-23,3.3,22.54,Expired Ingredients
WST0002518,R012,M0142,2026-07-05,3.4,41.51,Quality Rejection
WST0002519,R007,M0010,2026-01-29,2.3,19.2,Preparation Waste
WST0002520,R018,M0100,2025-08-21,1.6,13.63,Quality Rejection
WST0002521,R007,M0147,2026-09-06,1.4,15.88,Overproduction
WST0002522,R001,M0121,2025-09-20,7.9,40.76,Spoilage
WST0002523,R015,M0127,2026-05-23,6.2,79.3,Overproduction
WST0002524,R006,M0142,2026-04-15,5.8,70.82,Preparation Waste
WST0002525,R019,M0121,2026-06-03,10.9,56.24,Quality Rejection
WST0002526,R010,M0016,2025-08-21,13.2,38.54,Customer Return
WST0002527,R002,M0066,2026-04-27,3.8,24.93,Spoilage
WST0002528,R017,M0134,2026-06-09,7.1,94.22,Customer Return
WST0002529,R012,M0148,2025-11-21,11.6,67.28,Overproduction
WST0002530,R006,M0016,2025-11-26,14.4,42.05,Quality Rejection
